filename,filepath,document_type,year,chunk_num,chunk_text,topic,confidence,cosine
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_49.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_49.txt,,,3,"Bij hun gewelddadige roof­
tochten kwamen jaarlijks vijftienhonderd tot tweeduizend mensen om 
en werden zo’n drie- tot vierduizend slaafgemaakten uit de Indonesische 
archipel weggevoerd.1 Overvallen vonden zelfs plaats op de kust van Java, 
het best verdedigde eiland in de regio, waar het koloniale bestuur zetelde. De bestrijding van zeeroverij genoot daarom hoge prioriteit voor de 
Nederlands-Indische regering. Ondanks hun politieke en economische rivaliteit werkten de Britten en 
Nederlanders steeds meer samen om de maritieme slavenjacht in de Zuid­
oost-Aziatische wateren aan te pakken.",Colonial Exploitation & Economic Inequality,1.0,0.1131370849898476
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_49.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_49.txt,,,4,"Aanvankelijk wisten zij weinig te 
beginnen tegen de snelle piratenschepen, maar dat veranderde toen hun 
beider koloniale marines stoomschepen inzetten. Niettemin bleef de zee­
roverij tot het einde van de negentiende eeuw een serieuze bedreiging 
voor de scheepvaart en visserij. Naast deze actieve bestrijding van de zee­
roverij ging het koloniale bestuur van Nederlands-Indië in 1820 over tot de 
aanleg van een slavenregister om zo de aanvoer van slaafgemaakten naar 
de koloniale gebieden te stoppen. Iedere niet-geregistreerde slaafgemaak­
te was automatisch vrij voor de wet en nieuwe slaafgemaakten mochten 
niet verhandeld worden. Door vrijlating en sterfte moest de omvang van 
de slavernij zo gaandeweg afnemen.",Colonial Exploitation & Economic Inequality,1.0,0.09847319278346618
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_49.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_49.txt,,,5,"Het aantal personen op deze lijst 
slonk inderdaad van ongeveer twintigduizend in 1820 tot ongeveer tien­
duizend in 1841. De meeste overgebleven slaafgemaakten verrichtten huishoudelijk 
werk, maar een deel werkte op de nootmuskaatperken op de Banda-­
eilanden, die in het bezit waren van Nederlandse afstammelingen. Om 
het tekort aan arbeidskrachten daar op te vangen werd in de jaren dertig 
van de negentiende eeuw nog overwogen vierhonderd slaafgemaakten van 
Bali over te brengen. Dat idee werd echter losgelaten, omdat het feitelijk 
ging om de invoer vanuit een gebied dat niet onder direct Nederlands 
gezag stond, maar onder lokale heersers. Als het al niet naar de letter dan 
was het in ieder geval naar de geest in strijd met het Brits-Nederlandse 
verdrag tegen de slavenhandel.",Colonial Exploitation & Economic Inequality,1.0,0.11258525035052871
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_49.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_49.txt,,,6,"In plaats van Balinezen werd een groeiend 
aantal gestraften en bannelingen uit de Nederlandse koloniën naar Banda 
gezonden, al valt niet uit te sluiten dat er ook illegale slaventransporten 
plaatsvonden.

— 147 —
— SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN — Op veel plaatsen in de archipel, met uitzondering van Java, waar de slaver­
nij min of meer was uitgebannen, leefde in de eerste helft van de negentien­
de eeuw meer dan tien procent van de Indonesische bevolking in slavernij. In absolute aantallen – het blijft bij grove schattingen – ging het om zo’n 
567 000 tot 806 000 personen, waarbij ongeveer een kwart in staat van 
­slavernij moet zijn terechtgekomen als gevolg van kidnapping of maritie­
me",Colonial Exploitation & Economic Inequality,1.0,0.10022296571715913
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_49.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_49.txt,,,7,"slavenhandel.2 Daarbij viel het aantal van tien- tot twintig­duizend door 
het koloniaal gezag geregistreerde slaafgemaakten in het niet. Na de formele afschaffing van de slavernij in Nederlands-Indië in 1860 
probeerde het koloniale bestuur via verdragen de vele zelfstandige vorsten­
dommen in de archipel te verplichten om de slavenhandel te bestrijden en 
de slavernij geleidelijk uit te bannen. Soms vond daarbij emancipatie van 
slaafgemaakten plaats, waarbij compensatiegelden werden uitgekeerd 
aan de voormalige eigenaren. Van afdwingen, laat staan militair ingrijpen, 
was echter nauwelijks sprake; daartoe ontbrak het koloniale bestuur een­
voudigweg de menskracht.",Colonial Exploitation & Economic Inequality,1.0,0.09773555548504417
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_49.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_49.txt,,,8,"Het koloniale leger was bovendien na 1873 
­verwikkeld in een bloedige oorlog tegen Atjeh en kon zich weinig andere 
militaire conflicten permitteren. Om deze reden werd bijvoorbeeld in de 
jaren zeventig van de negentiende eeuw de al in 1863 gestarte registratie 
en emancipatie van een omvangrijke in slavernij levende populatie in Zuid­
west-Sulawesi op de lange baan geschoven. Vrouwen, kinderen en mannen keren terug van de nootmuskaatoogst op Banda.  De eilanden en hun inwoners zijn eeuwenlang uitgebuit in de hebzucht naar deze 
begeerde specerij.",Colonial Exploitation & Economic Inequality,1.0,0.10151294522759395
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,,,0,"— 148 —
— STAAT EN SLAVERNIJ —
Ook Europeanen maakten zich nog schuldig aan slavenhandel in de 
Indonesische archipel. Zo haalden Franse slavenschepen in de eerste helft 
van de negentiende eeuw vermoedelijk nog duizenden slaafgemaakten van 
Bali, voor hun plantages op Mauritius en mogelijk ook Réunion. Ook wer­
den in de jaren 1840 schepen onder Nederlandse vlag betrapt bij het halen 
van slaafgemaakten van Portugees Timor, door de autoriteiten aldaar. De 
slavenhalers waren op weg naar Makassar, een centrum van slavenhandel 
gedreven door Europese afstammelingen.3 Bij de uitvoer van slaafgemaak­
ten van het eiland Nias, onder de kust van Sumatra, naar de op Sumatra 
gelegen stad Padang waren in de jaren dertig van de negentiende eeuw 
zelfs Nederlandse bestuursambtenaren betrokken.",Colonial Exploitation & Economic Inequality,1.0,0.15764815627361642
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,,,2,"Dat 
nam niet weg dat het koloniale bestuur nog vaak een oog dichtkneep bij de 
invoer van slaafgemaakten en pandelingen om lokale economische elites te 
vriend te houden. Zo traden Nederlandse koloniale ambtenaren nog in de 
jaren zeventig bewust niet op tegen openlijke slavenhandel door handela­
ren van Arabische origine in Pontianak. In diezelfde periode ging vanaf Sulawesi, Bali, Timor, Nias en Sumba de 
uitvoer van slaafgemaakten bijna ongehinderd door. Vanaf Sumba werden 
in 1877 nog vijfhonderd mensen verkocht en uitgevoerd. In Centraal Sula­
wesi hield de ontvoering in slavernij van personen aan tot het einde van de 
negentiende eeuw.",Colonial Exploitation & Economic Inequality,1.0,0.1125
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,,,3,"Er waren flinke economische belangen gemoeid met 
deze mensenhandel, zoals de productie van peper en rotan. Mensenhandel 
kwam ook voor bij de grote Chinese arbeidsmigratie naar plantages en mij­
nen in Azië en Zuid- en Noord-Amerika, die vanaf de jaren veertig op gang 
was gekomen. Zo meerde in 1856 de Bellona, een schip onder Nederlandse 
vlag, aan in de haven van Batavia met aan boord ruim driehonderd gekid­
napte Chinezen met bestemming Cuba. Het Nederlandse ministerie van 
Justitie bemoeide zich ermee, maar beperkte zich tot een waarschuwing 
aan Nederlandse reders zich met deze handel niet in te laten.4 Uiteindelijk 
verordonneerde de Nederlands-Indische regering in 1868 dat gelet op het 
geldende verbod op slavernij van iedere Chinese immigrant moest worden 
vastgesteld dat deze zich uit vrije wil in de ­Indonesische archipel bevond.  
 

— 149 —
— SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN —
In de laatste jaren van de negentiende eeuw nam de nationale en internati­
onale druk op de Nederlands-Indische regering toe om op te treden tegen 
slavenhandel en slavernij. Misstanden werden steeds vaker en sneller 
bekend dankzij telegraafverbindingen en door toedoen van de zich snel 
ontwikkelende dagbladpers.",Colonial Exploitation & Economic Inequality,1.0,0.12316615977053665
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,,,5,"In 1900 werd het koloniale 
leger voor een tweede maal naar Nias gestuurd, nadat een eerste bloedige 
expeditie had plaatsgevonden in 1863. Pas na veertien jaar was het eiland 
volledig onder controle gebracht, waarmee in naam ook aan de slavernij 
en slavenhandel op dit eiland een einde kwam. De geleidelijke terugdringing van de slavernij en slavenhandel was 
in 1914 nog niet voltooid. Daarnaast kwam er geenszins een einde aan 
dwang­arbeid door personen in gevangenschap. Het is van belang om het 
hoge aantal dwangarbeiders te noemen dat in de loop van de negentiende 
eeuw door het koloniale gezag werd ingezet.",Colonial Exploitation & Economic Inequality,1.0,0.1041511287846591
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,,,6,"Ieder jaar werd een half pro­
cent van de Indonesische bevolking – meer dan twee procent van de vol­
wassen mannelijke bevolking – tot dwangarbeid veroordeeld. Zo draaiden 
de kolenmijnen aanvankelijk bijna volledig op gedetineerden.5 
◼ ◼◼  Elmina Het koloniale bestuur in Nederlands-Indië kampte met een permanent 
tekort aan militaire slagkracht, mede veroorzaakt doordat uit Europa 
afkomstige militairen in groten getale stierven in de tropen.",Colonial Exploitation & Economic Inequality,1.0,0.09912407071619304
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,,,7,"Dit verklaart 
waarom de Nederlandse regering haar toevlucht nam tot de rekrutering 
van soldaten via haar kolonie Elmina op de Afrikaanse westkust (het 
­huidige Ghana). Elmina was sinds de verovering door de West-Indische 
Compagnie in 1637 het belangrijkste Atlantische aanvoerpunt van slaaf­
gemaakten voor Nederland. Het verdrag met de Britten had daaraan een 
einde moeten maken, maar de praktijk bleek weerbarstiger. In totaal 
­werden tussen 1832 en 1873 zo’n drieduizend slaafgemaakte mannen uit 

— 150 —
— STAAT EN SLAVERNIJ —
West-Afrika ingelijfd als soldaten in het Nederlands-Indische, en vijftig in 
het Surinaamse leger.6",Colonial Exploitation & Economic Inequality,1.0,0.11675647935638567
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_50.txt,,,8,"Het ging hierbij veelal om krijgsgevangenen van 
Ashanti-vorsten, die door de Nederlanders werden vrijgekocht, waarna de 
rekruut het afkoopbedrag van zijn soldij moest terugbetalen. In theorie 
was de Afrikaanse soldaat in Nederlandse dienst vrij, maar in de praktijk 
viel hij onder de krijgstucht en werd desertie streng bestraft. Ook toen deze vorm van werving onder Britse druk werd gestaakt, ging 
het in stilte op bescheidener schaal door. In een nieuw protest in 1861 
beklemtoonde Engeland dat deze rekrutering de slavenjacht in de hand 
werkte. Overigens hadden de Britten wat betreft het aankopen van slaafge­
maakten ten eigen dienste boter op hun hoofd.",Colonial Exploitation & Economic Inequality,1.0,0.07160390103945313
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_53.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_53.txt,,,2,"De slavenregisters van Curaçao zijn als enige 
compleet, die van Suriname zijn vrijwel compleet vanaf 1851, terwijl oudere series 
gaten bevatten. Van de slavenregisters van Nederlands-Indië bestaan alleen 
fragmenten. De slavenregisters kunnen context bieden met betrekking tot andere bronnen, 
zoals kranten, testamenten en rechtbankverslagen, waarin de naam van een 
slaafgemaakte en een slaveneigenaar worden genoemd. Sinds de publicatie van 
de slavenregisters zijn al tienduizenden mensen over de hele wereld op zoek 
gegaan naar hun voorouders en zijn de registers gebruikt voor televisieseries, 
podcasts, boeken, toneel en onderwijs om het slavernijverleden zichtbaar te 
maken. Voor wetenschappers biedt de grote hoeveelheid informatie bovendien 
de kans om niet alleen individuele levens te reconstrueren maar ook structuren 
daarachter te ontdekken, zoals het opvallende verschil in sterfte tussen mannen 
en vrouwen in Suriname en betere overlevingskansen van slaafgemaakten op 
Curaçao.","Remembrance, Heritage & Education",1.0,0.09539980920057241
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_53.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_53.txt,,,4,"Dat is alleen te begrijpen als we Sint-Eustatius in een 
bredere context zien, want velen van hen duiken later op in de 
bevolkingsregistraties van Curaçao, de Deense Maagdeneilanden en zelfs in de 
registers van contract­arbeiders in Suriname. Kennis over migratie tijdens en na 
slavernij is essentieel voor ons begrip van die regio. Coen van Galen (1971) is universitair hoofddocent sociale geschiedenis aan 
de Radboud Universiteit Nijmegen. Hij is initiatiefnemer van de Historische 
Database Suriname en Curaçao (ru.nl/hdsc), die als doel heeft om via citizen 
science-projecten slavenregisters en andere bevolkingsarchieven uit het 
Caribisch gebied te digitaliseren en online te publiceren voor publiek en 
wetenschappelijk onderzoek.","Remembrance, Heritage & Education",1.0,0.06301260378126043
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,,,0,"— 154 —
— STAAT EN SLAVERNIJ —
­zevenentachtig procent van de 372 uitgevoerde slaafgemaakten naar 
­Puerto Rico gingen. Slechts zeventien van de 372 maakten de overtocht 
naar Suriname en nog eens tien naar het Deense eiland Sint-Thomas.13 Voordat daarvoor toestemming werd gegeven diende de slaafgemaakte 
ten overstaan van een ambtenaar te verklaren tegen verkoop buiten het 
eiland geen bezwaar te maken. Die vrijwilligheid lijkt een wassen neus, 
maar mogelijk is dat niet helemaal het geval. In tegenstelling tot Surina­
me, met zijn uitgebreide suikerproductie, groeide de slaafgemaakte 
­bevolking in Curaçao zonder toevoer van buitenaf.",Colonial Exploitation & Economic Inequality,1.0,0.05345224838248487
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,,,1,"Daarnaast kampte 
het eiland met mislukte maïsoogsten, het belangrijkste voedingsgewas, 
hetgeen hongersnoden veroorzaakte. Daardoor, zo werd gemeld, zagen 
ouders zich gedwongen hun kinderen te verkopen om ze van de honger­
dood te redden – een onderbelicht onderwerp dat verder onderzoek ­verdient. Ook plantage-eigenaren voelden zich genoodzaakt hun slaaf­
gemaakten te verkopen en deden dat het liefst aan planters in Puerto Rico, 
waar de suikerplantages de prijs van slaafgemaakten flink opdreven.",Reparations & Justice,1.0,0.06099942813304187
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,,,2,"Dat 
verklaart waarom een maatregel in 1831 om de verkoop van slaafgemaak­
ten buiten het Nederlandse gebied tegen te gaan al snel onder druk van de 
Curaçaose elite werd ingetrokken. Wel nam de uitvoer van slaafgemaakten 
in de loop van de jaren dertig af.14 
Naast deze gelegaliseerde transacties vonden vanuit Curaçao ook 
­illegale slaventransporten plaats, waaraan de instelling van het slaven­
register in 1839 een einde moest maken. Maar zo’n register werkte beter 
tegen illegale invoer dan uitvoer, en al helemaal niet tegen het uitrusten 
en bevoorraden van slavenschepen. Zo signaleerde een van de twee in 
­Suriname gestationeerde Britse rechters in 1839 dat een schoener van 
Curaçao naar Puerto Rico was gevaren. In 1840 bleek hetzelfde schip weer 
teruggekeerd naar Curaçao om vervolgens onder een andere naam en vlag 
naar Sint-Thomas te zijn gevaren en ten slotte onder weer een andere vlag 
in Curaçao te zijn aangemeerd.",Colonial Exploitation & Economic Inequality,1.0,0.08081220356417686
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,,,3,"De gezaghebber van Curaçao, Reinier 
­Frederik Baron Raders, wees echter alle verdenkingen van de hand: het 
ging hier om een schip dat zaken als zout vervoerde, het betrof geen 
­slavenschip.15 Dat was een weinig geloofwaardig verhaal. Zeker volgens 
de Britse autoriteiten, die dit zagen als deel van een groter patroon van 
uitgebreide illegale trans-Atlantische slaventransporten naar Cuba, Puerto 
Rico en Brazilië. Bovendien hadden Franse en Amerikaanse slavenschepen 
al eerder Nederlandse scheepspapieren verworven met als doel onder 
Nederlandse vlag aan Britse controles te ontkomen. 

— 155 —
— SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN —
Daarbij kwam dat Curaçao als vrijhaven een aantrekkelijk toevluchts­
oord vormde voor slavenhalers.",Colonial Exploitation & Economic Inequality,1.0,0.06985006985010478
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,,,4,"Zo was in 1845 het Spaanse schip El Conde 
de Mirasol – vermoedelijk was dit maar een van de namen van dit schip – 
uitgerust in Curaçao en vervolgens als slavenhaler naar West-Afrika geva­
ren. De intra-Caribische slavenhandel bleef een maas in het net, en daarin 
paste precies de vrijhaven van Curaçao als illegale doorvoerhaven, vrees­
den de Britse autoriteiten. Zij drongen daarop met succes aan op algehele 
stopzetting van vergunningen voor uitvoer van slaafgemaakten uit 
Curaçao, hetgeen in 1847 geschiedde. ◼ ◼◼ Tot slot
We kunnen vaststellen dat de slavenhandel nog decennialang voortging, 
ook nadat de Britten de Nederlanders hadden verplicht deze te bestrijden 
bij de teruggave van koloniën.",Colonial Exploitation & Economic Inequality,1.0,0.067700320038633
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,,,5,"Het omvangrijkst was de illegale mensen­
handel in de Indonesische archipel, hetgeen het Nederlandse koloniale 
bestuur gedeeltelijk valt aan te rekenen. Nederland treuzelde en keek niet 
zelden de andere kant op, maar ook de Engelsen, die veel hadden aan te 
merken op de Nederlanders, handelden niet anders in Azië en Afrika. Wat 
betreft het Atlantische gebied hadden de Engelsen recht van spreken. In 
Elmina, Suriname en op de Caribische eilanden bleef immers ook na 1818 
slavenhandel bestaan onder het oog van Nederlandse gezaghebbers. Het is duidelijk dat er nog flinke leemten bestaan in onze kennis van de 
slavernij, slavenhandel en mensenroof in de Nederlandse koloniën in de 
negentiende eeuw.",Colonial Exploitation & Economic Inequality,1.0,0.12026755886059097
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,,,6,"Het is vooral opvallend hoe weinig de enorme omvang 
van de slavernij in de Indonesische archipel in de negentiende eeuw speci­
fiek en heel Zuidoost-Azië in het algemeen, de aandacht heeft gekregen 
van historici. Doordat het Nationaal Archief de afgelopen jaren omvang­
rijke delen van de koloniale archieven heeft gedigitaliseerd, is dit onder­
zoek naar de slavenhandel en slavernij in de Nederlandse koloniale 
gebieden en wateren wel degelijk mogelijk en zelfs veel eenvoudiger 
geworden. Ten opzichte van de rest van de wereld valt hierbij bovendien 
nog een serieuze inhaalslag te maken.

— 156 —
Coen van Galen
Methode: slavenregisters  
en onderzoek Dankzij honderden vrijwilligers en donateurs is het de Nederlands-Surinaams-
Antilliaanse projectgroep Historische Database Suriname en Curaçao ­ 
(ru.nl/hdsc) gelukt om in de afgelopen jaren de slavenregisters van Suriname 
en Curaçao online te zetten. Die registers maken het mogelijk om slaafgemaakte 
mensen door de tijd heen te volgen, van de ene eigenaar naar de andere en van 
de ene kolonie naar de andere, waardoor een doorsnede van de diverse levens 
van mensen in slavernij opgetekend kan worden.",Colonial Exploitation & Economic Inequality,1.0,0.08745458870034073
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_52.txt,,,7,"De slavenregisters werden door koloniale overheden gemaakt om een sluitend 
systeem te creëren, een ‘boekhouding’ van alle mensen die in een bepaald 
gebied in slavernij leefden. Met dergelijke individuele registraties wilden koloniale 
overheden in de negentiende eeuw de mogelijkheden beperken dat mensen 
illegaal in slavernij terechtkwamen en dat ze verhandeld werden. De Britten 
waren de eersten die de registers instelden nadat zij in 1808 een verbod op de 
trans-Atlantische slavenhandel hadden ingevoerd. Onder Brits bewind werden 
de registraties in die periode ook ingevoerd in Nederlands-Indië en Suriname. Dat ontwikkelde zich onder Nederlandse bestuur tot de ‘Registers van 
lijfeigenen’ in Nederlands-Indië vanaf 1819, het slavenregister in Suriname vanaf 
1826 en registraties op Curaçao en de andere Antillen vanaf het eind van de 
jaren dertig van de negentiende eeuw.",Colonial Exploitation & Economic Inequality,1.0,0.11861344331976123
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_51.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_51.txt,,,0,"— 151 —
— SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN —
Nederlandse ­Antillen om hen 
vervolgens na invrijheidstel­
ling als contract­arbeiders op 
hun plantages te werk te stel­
len. Vertrekken was hun net 
zomin toegestaan als de 
­Afrikaanse soldaten in 
Nederlands-­Indië.7 De Engelse protesten 
tegen de werving in Elmina 
moeten niettemin gezien 
worden tegen de achtergrond 
van de omvangrijke illegale 
slaventransporten over de 
Atlantische Oceaan, waarin 
Spaanse, Portugese, Ameri­
kaanse en Franse ­schepen 
onder steeds wisselende 
namen en vlaggen de hoofd­
rol speelden. Nederland ging 
daarbij niet vrijuit. In 1829 
constateerde de ­commandant 
van een Engels oorlogsschip 
dat de slavenhandel in Accra 
plaatsvond onder Nederland­
se vlag, in het volle ­daglicht en op slechts een paar honderd meter van het 
Engelse fort.",Colonial Exploitation & Economic Inequality,1.0,0.11867816581938531
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_51.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_51.txt,,,1,"Later heeft de historicus Joseph Dorsey het vermoeden geuit 
dat er een link bestond ­tussen West-Afrika en Curaçao, waardoor gekidnap­
te Afrikanen het Cari­bische gebied in gesmokkeld konden worden. Daarbij 
waren ook Neder­landse schepen betrokken. Vaststaat dat er in Elmina 
regelmatig slaven­schepen werden voorzien van voedsel en water. Neder­
land werd door Britse politici bij herhaling, en terecht, laksheid verweten, 
omdat de verstrekking van roeiers en kano’s voor de proviandering van 
­slavenhalers inging tegen het Brits-Nederlandse slavernij­verdrag. Het 
Nederlandse excuus dat men niet van tevoren kon weten of een schip 
een slavenhaler was, moet in Londen met hoongelach zijn ontvangen.",Everyday Racism & Modern Racial Inequality,1.0,0.0916270832672289
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_51.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_51.txt,,,2,"De 
ruimen van slaven­schepen waren immers duidelijk herkenbaar voor dat 
doel ingericht.8

— 152 —
— STAAT EN SLAVERNIJ —
◼ ◼◼ Suriname De Surinaamse suikerplantages hadden aan het begin van de negentiende 
eeuw dringend behoefte aan werkkrachten, vooral omdat door de extreem 
zware werkomstandigheden de sterfte op deze ondernemingen hoog was 
en het aantal geboortes laag. Planters kochten slaafgemaakten aan vanuit 
de krimpende koffieplantages. Daarnaast vonden er omvangrijke slaven­
importen plaats, gemiddeld zo’n honderd per jaar tussen 1816 – het 
moment dat Suriname door de Britten werd overgedragen aan Nederland 
– en 1827.",Colonial Exploitation & Economic Inequality,1.0,0.11567034896476118
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_51.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_51.txt,,,3,"Volgens sommige waarnemers ging het rond 1820 zelfs om 
­tussen de vijfentwintighonderd en drieduizend personen, vaak gebracht 
door slavenhandelaren van Martinique en Guadeloupe.9 Deze slaaf­
gemaakten werden vaak geïmporteerd als zijnde afkomstig uit de Franse 
Antillen, hetgeen was toegestaan onder het Brits-Nederlandse verdrag. Overigens zouden tot begin jaren twintig van de negentiende eeuw slaaf­
gemaakten nog publiekelijk worden geveild zonder dat daarbij zelfs maar 
de moeite werd genomen hun recente komst uit Afrika te verhullen. We weten het een en ander over deze illegale slavenhandel, vooral 
dankzij twee Britse rechters die tussen 1822 en 1845 in Suriname zetelden. Daar vormden zij samen met twee Nederlandse rechters een rechtbank die 
bevoegd was inzake de slavenhandel en slachtoffers ervan vrij kon maken. 
Uit de correspondentie van deze twee rechters blijkt dat er ook in de jaren 
twintig nog honderden gekidnapte Afrikanen in Suriname werden inge­
voerd. Zo voer in 1823 een Frans schip pal langs Fort Amsterdam de Suri­
namerivier op met 350 uit Afrika gehaalde slaafgemaakten aan boord.",Everyday Racism & Modern Racial Inequality,1.0,0.10169503597462533
