filename,filepath,document_type,year,chunk_num,chunk_text,topic,cosine,cosine_weighted,topic_probs,topic_assigned,chunk_id,labels
Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.24.txt,slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.24.txt,,,0,ninsee haitiaan revolutie kwam hard frankrijk belemmerd frankrijk direct toegang fran kolonie louisiana verenigd stat amerika verplicht napoleon louisiana verkop belang wet spanj gevecht frankrijk gefinancierd bankier hop bankier london vlucht napoleon voorbereid maakt vall hop gaf echter ǳwas bankbedrijf ope amsterdam verenigd stat ene dag voorschot miljoen stat lever waarmee frankrijk kolonie louisiana kond overnem ȋvan berg vis volgen den berg vis bouwt staatsregel voort essentie betekent rol wetgev vergader geringer staatsregel verliest echter democratisch karakter hetgen zozer ligt gewijzigd kiesrechtenbepal feit wetgev vergader langer basis constitutie behulp kiesmann gekoz acht departemental bestur berg vis ander aspect overeind scheiding,Koloniaal Verleden & Slavernij,0.0966987556830456,"[0.04255228671667074, 0.0, 0.005185231501841977]","[True, False, False]","[True, False, False]",Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.24.txt__0,"[1, 0, 0]"
Jouwe e.a. - Slavernij en de stad Utrecht.44.txt,slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.44.txt,,,1,plantages west bezat plantag vreedestein demerara plantag eenzam essequibo demerara essequibo ligg huidig guyana kolonien grot zeventi achttiend eeuw hand suikerplantag vreedestein gesticht geld daniel cornelis leeuw inlegd lĳkt erop leeuw hierbĳ uitmaakt negotiatie amsterdam koopman pieter willem den heuvel zie matthĳ kuiper brief gesprok voortgang aanleg vreedestein liep voorspoed slav kond beter wes steld kookhuis voltooid plek war suiker gekookt lat indik leeuw verkocht plantag guld waarvan kwart,Koloniaal Verleden & Slavernij,0.1467598771410685,"[0.06854848238333291, 0.0020247872451396205, 0.002686353499826165]","[True, False, False]","[True, False, False]",Jouwe e.a. - Slavernij en de stad Utrecht.44.txt__1,"[1, 0, 0]"
Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.58.txt,slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.58.txt,,,0,ninsee bar verontrust maatschappij zull voortlevenǳ observaties kamerlid raadt liet contradicties zien document reger vres vel gen verorden magt zull neiging lediggang zwerverij krachtig genoeg beteugel voeg hierbij planter arbeider kolonie immigrer nuttig noodig hiervan teven gevolg blank onafhank den neger zoek daarbij wijs bekend vooroordel kleur volgen ervar hog mat toeneemt zoodra slavernij afgeschaftǳ vroeg aandacht vooroordel slavernij voortgekom ǳvermindert verker tussch beid rass zer zeker vooroordel dubbel mat vermeerder dusdan toestand dien aanhang wet schepp bevorder veredel ontwikkel den geemancipeerd genez wijz aanbreng verderfelijker wond hel dunkt ziet dezelfd klipp verschiet waarop ander schipbreuk led vorig lot grondslag,Doorwerking & Raciale Ongelijkheid|Beleidsmaatregelen & Herstel,0.0936585811581694,"[0.17624114990609735, 0.04607324371639148, 0.010497916378746149]","[False, True, True]","[False, True, True]",Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.58.txt__0,"[0, 1, 1]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.384.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.384.txt,,,0,stat slavernij bekend bakra kerki wit kerk verenigd protestant curaçao vroeg fusiekerk gereformeerd lutheran vergelijk reputatie gehel ander verhal missie hernhutter moravier ebg protestant zending gericht stroming vooral actief west hoewel verder gat begint relevant nikolaus von zinzendorf vestig christelijk kolonie herrnhut landgoed duitsland vanuit herrnhut later vanuit zeist zeister zendingsgenootschap opricht werd moravisch broeder zuster uitgezond carib surinam dankzij connecties von zinzendorf vroeg aanwez west legd toe grootst zendingsveld nagenoeg gehel slavenpopulatie hoewel zendel verzet led evangelisch broederschap hernhutter grot stadskerk link bom paramaribo circa,Koloniaal Verleden & Slavernij,0.1359800207300169,"[0.13086974365535078, 0.0039238166211437095, 0.003672434588579232]","[True, False, False]","[True, False, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.384.txt__0,"[1, 0, 0]"
Amsterdam en het slavernijverleden.15.txt,slavery_text\Amsterdam en het slavernijverleden.15.txt,,,0,margaretha raephorst lid rijk amsterdam familie slaafgemaakt afrikan jong jan mijten rijksmuseum kennis momentel publieksboek sterk verkort bewerkt versie wetenschapp uitgav eind elk stat kort lijst slavernij oost west tekst waaruit informatie afkomst achterin stan nam auteur slavernij oost west slaafgemaakt tegenwoord zien sted vaker term slaafgemaakt plat slav waarom meest bronn informatie slavernijverled gebaseerd ervar slavenhandelar slavenhouder bestuurder mens slachtoffer slavernij vertekent manier schrijv verled woord slav lijkt net alsof slaf enig identiteit slachtoffer bijna alsof normal slachtoffer werd ontmenselijkt daarom zoek bewust nieuw beter woord slavernij schrijv taalgebruik ontmenselijk term slaafgemaakt lat duidelijker zien men betreft slaf gemaakt,Koloniaal Verleden & Slavernij|Beleidsmaatregelen & Herstel,0.1959591794226542,"[0.3321498664290139, 0.01139402171717557, 0.022240770453388188]","[True, False, True]","[True, False, True]",Amsterdam en het slavernijverleden.15.txt__0,"[1, 0, 1]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.214.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.214.txt,,,0,stat slavernij mogelijk invalshoek focus militair wereld daarvan mann afrikan afkomst leger vak som stereotyper halsband tegelijkertijd lijkt gelijkwaard mogelijk zwart man rijdt paard soldat zie kort nadat slavernij afgeschaft fran saint domingue kwam fran bewind stan frankrijk zwart vrij slaafgemaakt mens klomm maatschapp vereeuwigd verander bataf republiek plaatsvond bestudeerd hand schilderij waarop man stat afgebeeld lijkt adjudant bediend markt wereldwonder jan verheij,Koloniaal Verleden & Slavernij,0.1139605764596379,"[0.22000774597336067, 0.027845557321750328, 0.008852622918248265]","[True, False, False]","[True, False, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.214.txt__0,"[1, 0, 0]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.344.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.344.txt,,,1,voc wic veilig stell verwonder gewest bestuurder actief bemoeid koloniaal gelaagd staatsinricht republiek werd kolonien allerlei niveaus besprok rol provincies daarbij had scharnierpunt stedelijk national belang levert volop interessant materiaal soeverein gewest had gezamen marin plat daarvan vijf afzonder admiraliteit gevestigd holland zeeland friesland belangrijk bron financier convooi licent soort belast buitenland handel vooral achttiend eeuw kolonial handel sted belangrijker admiraliteit hoewel handelsverker kolonien convooi licent verschuldigd gold europes handel kolonial goeder grot inkomst kwam handel slavernijgerelateerd product suiker koffie cacao,Koloniaal Verleden & Slavernij,0.2513514871518725,"[0.14739562568333206, 0.0, 0.008603003579749]","[True, False, False]","[True, False, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.344.txt__1,"[1, 0, 0]"
Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.8.txt,slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.8.txt,,,0,ninsee ruim vijftig later kwestie afschaff slavernij grondwet gezien zorgwek vraagstuk toekomst over versterkt instabiliteit reger veertien grondwet thorbeck parlementair debat rondom afschaff slavernij zat namelijk liefst acht verschill reger desondank staatcommissie aangesteld moest situatie ǯslavenkolonieǯ surinam ͳͺͷͷ concludeerd populatie omvang afnam daarom adviseerd stat surinam kolonie wild behoud slavernij diend schaff advies begin proces uiteind leid afschaff slavernij surinam voormal antill reger presenteerd afschaff slavernij parlement pakket vier component opheff slavernij schadeloosstell slavenhouder staatstoezicht gedur tien surinam immigratie arbeider gedur tien surinam eerst component opheff verbond laatst immigratie werd samengevoegd bemiddel twed schadeloosstell derd component staatstoezicht parlementair debat nam,Koloniaal Verleden & Slavernij|Beleidsmaatregelen & Herstel,0.1443375672974064,"[0.4068091083614848, 0.001252683384663299, 0.008454750923362163]","[True, False, True]","[True, False, True]",Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.8.txt__0,"[1, 0, 1]"
ketenen van het verleden.159.txt,slavery_text\ketenen van het verleden.159.txt,,,0,maart beeld lohkay overheidsgeld vervaardigd toenmal gedeputeerd cultur emancipation day onthuld jong vrouw werkt lohkay slaf gemaakt plantag kant eiland opstand beschouwd herhaald probeerd ontsnapp lohkay poging ontsnapp plantag ontvoerder gepakt teruggebracht plantag war borst afgesned straf rebellie waarschuw slav lohkay hel lang lohkay genoemd benam geschrapt vanweg associatie straf opgelegd orkan irma standbeeld oorspronk locatie verwijderd teruggeplaatst slavernijverled expressievorm belangstell curaçaos slavenopstand terug zien culturel expressievorm waarin voornam tula held verheerlijkt verschen boek rais muri guillermo rosario fundashon tula sticht boek later dochter liberta rosario nederland vertaald gepubliceerd titel onsterf schref pacheco domacas toneelstuk tula grot slavenopstand eric croes,Koloniaal Verleden & Slavernij|Doorwerking & Raciale Ongelijkheid|Beleidsmaatregelen & Herstel,0.0833333333333333,"[0.04158139140503907, 0.009713197292885398, 0.014994815042134443]","[True, True, True]","[True, True, True]",ketenen van het verleden.159.txt__0,"[1, 1, 1]"
Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.10.txt,slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.10.txt,,,2,ǯslavenkolonieǯ surinam moest bestuder desbetreff luid populatie afnam bijkom wettelijk afschaff slavenhandel rond,,0.0832050294337843,"[0.11718419043783536, 0.0, 0.0]","[False, False, False]","[False, False, False]",Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.10.txt__2,"[0, 0, 0]"
Amsterdam en het slavernijverleden.100.txt,slavery_text\Amsterdam en het slavernijverleden.100.txt,,,0,lez slavernij oost west amsterdam spectrum markus balkenhol humanism paternalism amsterdam slavernijdiscussie nancy jouw slavernijgeschiedenis guno jones schaduw erkenn ana lucia araujo international debat genoegdoen nancy jouw slavernijerfgoed vanuit grassrot wayn modest slavernij kolonialism museal tentoonstell griselda moleman indisch nederlander geofferd groter belang follow money colleg besluit excuses verschen boek slavernij oost west amsterdam boek bewerkt historisch stap keti koti national herdenk atlantisch slavernijverled hield burgemeester femk halsema toesprak oosterpark beslot volgend woord stadsbestur stat ononderbrok lijn bestur voorganger regent burgemeester wien handel verafschuw strev rechtvaard omgang onz geschiedenis verzoen rond gedeeld verled maakt ruimt gezamen toekomst actiev betrok amsterdam,Beleidsmaatregelen & Herstel,0.1140175425099138,"[0.2524506466388548, 0.003625173159934273, 0.15142674639295878]","[False, False, True]","[False, False, True]",Amsterdam en het slavernijverleden.100.txt__0,"[0, 0, 1]"
Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.62.txt,slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.62.txt,,,1,ander mid breng voorkomt eenigzin eenzijd oordel reger wijzig wanner spreekt gevolg emancipatie engelsch kolonien gelof algemen indruk emancipatie een geweld krisis ten gevolg kolonien den rand des verderf belangrijk merk reger idee staatstoezicht rechtvaardigd referer voorbeeld engels echter zuyl nyevelt indruk ǳnu beweert reger indien aannem emancipatie zoo slecht gewerkt gevolg twee aanprijst staatstoezigt immigratie bladz memorie zegt reger stelling staatstoezigt aanvoer nieuw werkkracht gelijktijd opheff slavernij hoogst wenschelijk behoud surinam landbouw kolonie onmis bewez voorbeeld zuyl nyevelt gaf vervolgen voorbeeld parijs opschrift zag ecol natation oftewel zwemschol verwonderd nederlandsch bijblad twed kamer zitting julij vel nederlandsch bijblad twed,Koloniaal Verleden & Slavernij,0.1075887655183078,"[0.11063542004230496, 0.019823225550016046, 0.0012930385190163198]","[True, False, False]","[True, False, False]",Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.62.txt__1,"[1, 0, 0]"
Amsterdam en het slavernijverleden.33.txt,slavery_text\Amsterdam en het slavernijverleden.33.txt,,,1,dichtgespijkerd schatting mens vond ruim verdrinkingsdod grootst moordpartij geschiedenis slavenhandel bemann meegenom gevangen bereikt reddingssloep surinam kust slavenjager europes slavenhaler liet gevangennem afrikan som lokal slavenjager slaafgemaakt del krijgsgevangen oorlog afrikan stamm del gekidnapt kleiner eig familie verkocht slaf veroordeeld lokal rechtbank afrika slav tijd gebruik slaveneigenar ontdekt algauw kond verdien verkop europes slavenhaler binnenplat fort elmina gebouw mid veilingsgebouw duizend afrikan gevangen werd som wekenlang fort vastgebond ketting afwacht schip hen afvoer plantages,,0.1632993161855452,"[0.08400510019564712, 0.004258476726515365, 0.0025378378013720232]","[False, False, False]","[False, False, False]",Amsterdam en het slavernijverleden.33.txt__1,"[0, 0, 0]"
Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.137.txt,slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.137.txt,,,1,implicatie uitdruk ǯzwart nederlandersǯ afschaff slavernij voormal beschouwd zoud burger blom françois willem cornelis blom rotterdam gebor volgd vader handel lid kamer koophandel rotterdam verkoz lid provincial stat lid gemeenterad later blom gekoz twed kamer namen district rotterdam slot liberal medestander frans put puttiaan blom hield voornam bezig handel financien kolonien kamerlid blom steld strak gezegd uitging onderstell slavenregister ord geacht afgevaardigd dokkum daaromtrent twijfel geopperd gelijk regt den geacht afgevaardigd nijmeg aangemerkt welk belang zoud slavenhouder hunner slav register grooter stell werkelijk immer hoofdgeld slav betaald slavenhouder zull zorg slav bezit register afgevoerd den geacht afgevaardigd zutph ondersteld weglop,,0.0942809041582063,"[0.11426726489671307, 0.003999427905185875, 0.0]","[False, False, False]","[False, False, False]",Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.137.txt__1,"[0, 0, 0]"
ketenen van het verleden.38.txt,slavery_text\ketenen van het verleden.38.txt,,,0,onderzoeksprogramma werk academici bred mogelijk scala materiaal kennis perspectiev integrer beperkt geschiedenis bestrijkt chisch aspect verled heden trekking slavernijthema museum onderzoekscentrum vormt spin web activiteit hel land musea cultuurinstell derwijs media vlak dialog discussie netwerk spin web museum onderzoekscentrum hel zichtbar national symbol hoofdstad liefst cluster campus museum theater immateriel culturel expressies kunstwerkplat opnem uitzend oral geschiedenis,Doorwerking & Raciale Ongelijkheid|Beleidsmaatregelen & Herstel,0.1053370324765175,"[0.0023371500882013257, 0.02108632976007376, 0.048436527745926966]","[False, True, True]","[False, True, True]",ketenen van het verleden.38.txt__0,"[0, 1, 1]"
Jouwe e.a. - Slavernij en de stad Utrecht.73.txt,slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.73.txt,,,1,slavenhandel industrieen zwar leund slavenarbeid invester altĳd terugverdi bereidwill utrecht elit waaronder diver burgemeester meerder led vroedschapp zichzelf verrĳk ten kost vrĳheid levensomstand slaafgemaakt kant oceaan verschill prominent utrechter vak dienst stad provincie investeerd economisch system gebaseerd slavernĳ nam daaran zelf actief activiteit compagnie stad utrecht overduidelĳk centrum draaid utrecht inteken aandeelhouderschap vond plat statenkamer janskerkhof suikerraffinaderĳ prominent aanwez stad lucasbolwerk vergader plantag utrecht,,0.0872871560943969,"[0.0644052467620841, 0.003254994278996259, 0.006106253035369006]","[False, False, False]","[False, False, False]",Jouwe e.a. - Slavernij en de stad Utrecht.73.txt__1,"[0, 0, 0]"
ketenen van het verleden.29.txt,slavery_text\ketenen van het verleden.29.txt,,,1,eenvoud opgav kennis slavernijverled per beter deelnemer benadrukt gat soort kennis vanuit slecht een dominant perspectief onderwez ander perspectief bereik volgen deelnemer substantiel structurel invester nodig lerarenopleid segregatie volgen deelnemer stevig aangepakt implicaties grondwet onderwijsvrij gesprek jonger gesprek jonger blek crucial tegelijkertijd complex rol betrek thema slavernij deelnemer heerst grot overeenstemm idee belangrijkst instrument negatiev beeldvorm gan volgen deelnemer kennis slavernijverled negatiev beeldvorm tegengan jongerenpanel kwam duidelijk meerwaard kennis slavernijverled vor mand schoen kunt gan stan kunt begrijp voorouder meegekreg beter discussie voer kant verhal wet beter goed oploss vind scholier zag uitdag ken wit zwart leerling denk wit nederlander,Doorwerking & Raciale Ongelijkheid|Beleidsmaatregelen & Herstel,0.1785146209124565,"[0.06896663808254289, 0.05189110552027074, 0.04028835786061418]","[False, True, True]","[False, True, True]",ketenen van het verleden.29.txt__1,"[0, 1, 1]"
ketenen van het verleden.156.txt,slavery_text\ketenen van het verleden.156.txt,,,1,lamp waarin kijkt rol kerk social lev slaafgemaakt hand kuentanan nanzi analyseerd mat protest verzet bestaand system frank martinus arion studie kis slav gebruikt juliana brenneker guen tal ontcijfer huidig kennis guen tal voornam gebaseerd juliana brenneker verzameld lieder waarin slav nakomel verborg manier social omstand zong proefschrift ren rosalia muzikal expressie tambu gat terug slavernijperiod gebaseerd interview hijzelf mens gevoerd ander verwerkt boek tambu legal kerkelijk repressie volksuit rosalia verzameld mondel overlever via culturel grupo trinchera werk leiding voortgezet kas kultura culturel institut gesubsidieerd opgehev ros mary allen studie manera social history betrek social lev period afschaff slavernij legt,Koloniaal Verleden & Slavernij|Beleidsmaatregelen & Herstel,0.0681005224606998,"[0.09467999896023656, 0.022459339407885873, 0.005180363511008466]","[True, False, True]","[True, False, True]",ketenen van het verleden.156.txt__1,"[1, 0, 1]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.290.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.290.txt,,,0,zelf filantropisch aard geworv afrikan ontsnapt dankzij knil ellend slavenbestan wis offerdod echt overtuigd palmerston gaf voordel twijfel werd tweeduiz afrikan knil ingelijfd brit blev echter geregeld verontrust bel trek muiterij voorded afrikan eenheid sumatra beslot willem zon opvolger willem experiment stak vanaf werving hervat elf tijd tekend duizend afrikan knil definitiev eind kwam goudkust afstond verdriet indisch legerleid belanda hitam oftewel zwart hollander had afgezien ene muiterij uitstek reputatie opgebouwd had bewez geschikt kolonial militair goed bestand klimat uitput dagmars toond onverschrok gevecht verbroederd indonesisch bevolk uitzonder lokal vrouw gezinn sticht zeshonderd afrikan vestigd diensttijd blijvend java werd stamvader,,0.1468576323488312,"[0.04303489725958756, 0.006616577190292103, 0.0]","[False, False, False]","[False, False, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.290.txt__0,"[0, 0, 0]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.98.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.98.txt,,,0,mapping keti black archives enkel initiatiev aanton grot behoeft slavernijverled prominent plek samenlev gev daarnaast investeerd sted gemeent kennis bewustzijn monument excuses enkel bedrijv steld zoek slavernijverled betuigd spijt duidelijk slavernijverled facet samenlev aanwez initiatiev toond heid nederlander nauw band verled heden verstrengel allerlei partij zichtbaarder mak plat geschiedenis ging toenem mat sprek onz geschiedenis lek debat reger belangengroep wending nem zoek nieuw narratief waaruit bouw gedeeld verled aldus linda nooitmer keti schuttersgalerij amsterdam museum keti georganiseerd gedeeld herdenkingsritueel waarbij herinner dialog hel central stan,Doorwerking & Raciale Ongelijkheid|Beleidsmaatregelen & Herstel,0.1898315991504998,"[0.004592725389512068, 0.01855101447716809, 0.17129917972970185]","[False, True, True]","[False, True, True]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.98.txt__0,"[0, 1, 1]"
Jouwe e.a. - Slavernij en de stad Utrecht.88.txt,slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.88.txt,,,0,remco rab mensendiefstal zelf stad makassar aziatisch haler leverd slaafgemaakt makassar vooral europes burgerhandelar rout batavia reken nam achttiend eeuw ging honderd slaafgemaakt per daarnaast nam grot schal slaafgemaakt mee tocht makassar batavia verkocht hen eig reken behandel schep schĳnt erbarmelĳk zĳn zelf bewindhebber republiek beter verzorg ceylon achttiend eeuw vermoedelĳk relatief slaafgemaakt batavia kwam vooral doordat slavenhandel zuidelĳk india zer onregelmat ceylon bog grot achterland war slavenhaler dezelfd hoevel mens kond stel opkop indonesisch archipel levend handel mens vanuit zuidelĳk india vooral malabar huidig kerala werd ten ingevoerd ceylon voc honderd slaafgemaakt werk had allemal slaafgemaakt huis zeker hoger,Koloniaal Verleden & Slavernij,0.219848432637882,"[0.11229485202646644, 0.007790518717485731, 0.0]","[True, False, False]","[True, False, False]",Jouwe e.a. - Slavernij en de stad Utrecht.88.txt__0,"[1, 0, 0]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.153.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.153.txt,,,1,arbeid hog sterft ondernem kenning zijd maakt indruk liet brit buitenland zak reger wet duidelijk geduld brit opraakt hamerd ieder letter verdrag slavenhandel slavernij bestond koninkrijk ogen stuitend genoeg kant beschouwd autoriteit zeker planter brit rechter sted weter pottenkijker planter ded rechter lev zur mak uiteind gemengd hof curaçao vanaf zeventi eeuw brit bezet curaçao knooppunt slavenhandel nadien blef eiland war slaafgemaakt leefd rest land antill tezam decennialang centrum kleinschal slavenhandel period werd ruim vierduiz gemaakt uitgevoerd lat zien,Koloniaal Verleden & Slavernij,0.2069191484145015,"[0.23675919947341112, 0.001903187077405882, 0.006054693003166908]","[True, False, False]","[True, False, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.153.txt__1,"[1, 0, 0]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.125.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.125.txt,,,0,afschaff emancipatie slavernij verzet twee kant dezelfd medaill bestudeerd mens zichzelf vrijwill slaf lat mak afrikan afrika vrij totdat werd gekidnapt atlantisch overtocht zogehet middenpassag amerika werd gebracht werd pas slaf gemaakt moment aankwam daarom term slaafgemaakt plat slaf slaafmaker plat slavenhouder slavenhandelar context slavenhandel eigendomsslavernij legal bedenksel europes makelij system bedacht ontworp bestuurd vanuit europa leiding europes vorst uitgevoerd europes onderdan amerika geval ging buitenland span vorst regeerd via tussenperson edict decret nederlander betrok handel slaafgemaakt voordat soeverein natie stap staatsvorm mogelijk maakt antilliaan eiland werd tachtigjar oorlog zelf veroverd idee slavenmaatschappij bouw slavernij onlosmak verbond oorlog ontvoer vervoer,Koloniaal Verleden & Slavernij|Doorwerking & Raciale Ongelijkheid,0.2829726654851396,"[0.27456359774926503, 0.003577836089061755, 0.004077110399784846]","[True, True, False]","[True, True, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.125.txt__0,"[1, 1, 0]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.18.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.18.txt,,,1,auteur gebruik doelbewust neerlandocentrisch perspectief eerder genoemd ruimt auteur gebod houdt stat slavernij lokal bevolk geschrev wer oorspronk bevolk ten slot inhem bevolk term luistert nauw terwijl sommig term inhem problematisch kolonial zienswijz impliceert gebruik ander datzelfd begrip juist bewust zichtbar bepaald bevolkingsgroep ren politiek strijd voer keuz specifiek term hangt context ligt term genocid context slachtoffer naziregim gevoel tegelijkertijd onmisken komst europes kolonisator azie gepaard ging verover land verdrijv lokal bewoner systematisch ontvolk ten behoev productie kolonial daarom uitmoord general jan pieterszon coen vrijwel gehel bevolk,Koloniaal Verleden & Slavernij|Doorwerking & Raciale Ongelijkheid,0.1431083505599865,"[0.109243117377771, 0.004399178882306381, 0.0027012870602092552]","[True, True, False]","[True, True, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.18.txt__1,"[1, 1, 0]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.83.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.83.txt,,,0,markus balkenhol herdenk doorwerk slavernij merkt glenn willems destijd directeur ninsee kwam nimako sociolog oprichter summer schol black europ moeit gedan herinner slavernij levend houd herdenk plek dwing ruimt naarmat tijd verder verwijderd slavernijherdenken zeker surinam gebeurd vooral twed helft twintigst eeuw meestal beslot surinam kring enkel ker vernij publiek herdacht amsterdam eeuw afschaff ervan bred herdenk lang sprak veranderd begin negent slavernij bijzonder gezamen geschiedenis surinam antill gehel nadruk ruimt herdacht herdenk slavernij kwam stroomversnell terecht werd sted ven genom plek gev ruimt geschiedeniscanon decennium volgd uitsprak willems nimako soortgelijk initiatiev toegenom herdenk slavernijverled onlosmak verbond process identificatie geschiedwetenschap,Koloniaal Verleden & Slavernij|Beleidsmaatregelen & Herstel,0.1441153384245784,"[0.30234616796681946, 0.004461051464615909, 0.04165642847759622]","[True, False, True]","[True, False, True]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.83.txt__0,"[1, 0, 1]"
ZWART_MANIFEST.27.txt,slavery_text\ZWART_MANIFEST.27.txt,,,1,regel eenduid sancties stan berisp schorsing ontslag boa geldend integriteitsregel aangepast boa makkelijker ontslag racism buitenproportionel geweld aanvull kom beroepscod boa helder regel omgangsvorm taalgebruik geldt contact boa onderl contact burger overtred regel eenduid sancties stan berisp schorsing ontslag wetboek strafrecht racism discriminatie opgenom strafverzwar omstand wettelijk grond verzwar zorgt ervor racism discriminatie meegenom strafeis strafoplegg geeft duidelijk signal samenlev ontnem nederlanderschap dubbel nationaliteit discriminatoir verbod wetgev waaruit voorwaard nederlanderschap blijk ingetrok ingebracht papiament net fries een officiel tal koninkrijk rechtbank daarom mogelijk papiament sprek fries geldt ongedocumenteerd vluchtel asielmigrant onvoorwaard gegarandeerd basis levensbehoeft voorzien detentiecentra sluit menswaard bestan mogelijk,Doorwerking & Raciale Ongelijkheid|Beleidsmaatregelen & Herstel,0.080582296402538,"[0.0, 0.2583310901535258, 0.01429088914047095]","[False, True, True]","[False, True, True]",ZWART_MANIFEST.27.txt__1,"[0, 1, 1]"
ketenen van het verleden.167.txt,slavery_text\ketenen van het verleden.167.txt,,,2,labi dikan basiton pamu grot marronleider vred afgedwong grot opstand kofi ata berbic vrijwel onbek honderd slaafgemaakt curaçao weggevlucht opdracht ninsee uitgegev handleid slavernijverled basisonderwijs eindigt bladzijd tellend literatuurlijst relatie surinam slavernij woord,Koloniaal Verleden & Slavernij|Beleidsmaatregelen & Herstel,0.1183215956619923,"[0.19334360395514674, 0.0, 0.025283358836958036]","[True, False, True]","[True, False, True]",ketenen van het verleden.167.txt__2,"[1, 0, 1]"
