chunk_text,topic
"Dit was Jacob Hiskia Machado, eigenaar van het 
buitenhuis Vechtoever in Maarssen.20 De Utrechtse droom om te concurreren met Amsterdam kwam 
bĳ lange na niet uit (zie het artikel van Matthias Lukkes). Ook de 
zogenaamde Utrechtse acceptatie van joden bleek weinig waard: de 
mededirectieleden van de Utrechtse Compagnie nodigden Machado",Colonial Exploitation & Economic Inequality
"158, 164, 167
Roy, Marcus de 218
Rueb, A.S. 198-200
Rutgers, Wim 207
Ruyter, Michiel de 29, 120
Saint-Domingue 185
Salawatta, Ourika Jacoba 
Elisabeth 221
Salentein 131
Sandbostel 232
Saratje, slaafgemaakte 128
Sarcerius, Dirck 84
Savannah Bay 265
Schas, Daniël François 125
Scheffer, Ary 262
Schermer, Jacobus 91
Schets van een plan tot aankoop van 
plantaadjes in Suriname 210
Schoonheid, slaafgemaakte 73
Schoonoord 91
Schreuder, Esther 217
Schupstoel 104
Schusler, Jan Wilhelm 223
Schwartze, Thérèse 262
Scoble, John 195
Sedney, Jules 247
Semarang 87
Sevilla 48
Shell 235
Sibilla van Batavia, slaafgemaak-
te 28, 143, 145, 148-151, 219, 233
Sichterman 17
Sillida 20, 78
Simons van de Wouwer, Cornelis 81
Sinabo, plantage 210

326 
REGISTER 
Sinterklaas 243, 245, 246, 269
Sinterklaasje, kom maar binnen zonder 
knecht 250
Sint-Eustatius 50, 52, 200
Sint-Jan 92
Siteur, Ron 234
Sitie, slaafgemaakte 88, 93, 165, 215, 
219, 222, 233
Siti van Batavia, zie Sibilla van Batavia
Sjahrir, Soetan 232
Slaveneiland 79
Slavenkust 48
Smissaert 17
Smitten, Clara ter 147
Sociëteit van Suriname 14, 68, 120, 
126, 164
Soestdĳk, plantage 131
Soestduinen 257
Solms, Johan Albert graaf van 119
Solte-Gresser, Christiane 168
South Sea Company 41, 52, 54, 161
Spaans-Amerika 47-50, 52, 54
Spaanse Successieoorlog 47, 49, 50, 
52, 54 Spall, Jan Lambertus van 84, 95, 
98-101
Spall, Pieter van 100
Spanert, Andries Nicolaas 25
Spanje 47, 49, 50, 52, 53, 173, 175, 176, 
178
Specx, Jacques 98 Speel, Patrick 251, 253, 254",Colonial Exploitation & Economic Inequality
"­Tussen 1740 en 1760 kwam de overgrote meerderheid van de slaafgemaak­
ten die in Chinsurah werden verkocht, uit het Bengaalse achterland.3
Dat het aantal Europese particuliere slavenhandelaren groeide is niet 
gek, gezien de grote verschuivingen in de handelswereld in de Indische 
Oceaan in de tweede helft van de zeventiende eeuw. De voc versterkte zijn 
positie in de handel tussen Bengalen, de Coromandelkust en Zuidoost-­Azië 

— 311 —
— NEDERLANDSE KOLONIALE SLAVERNIJ WERELDWIJD —
dramatisch na een reeks veroveringen in het Indonesische eilandenrijk, en 
zeker na de overwinning in de Makassaroorlog in 1666. Deze overwinning 
raakte vooral de Aziatische handelaren in Bengalen en Coromandel omdat 
die nu hun handel via deze havens in Zuidoost-Azië naar elders moesten 
omleiden. Hier profiteerde niet alleen de voc van, maar ook een groot aan­
tal particuliere Europese handelaren.",Colonial Exploitation & Economic Inequality
"De zaak draaide om de vraag of de 
getuigenis van twee vrouwen, ‘huis­slavinnen’ van Wens en Torquinius, 
mochten getuigen. Advocaat-fiscaal Jacob le Maire betoogde dat dit wel 
degelijk kon. De Republiek gebruikte een vorm van Romeins recht, en in 
het Romeinse recht waren tal van voorbeelden te vinden van slaafgemaak­
ten die als getuigen optraden, juist in gevallen van overspel. Door de val 
van Brazilië kreeg dit geen precedentwerking. In de latere Nederlandse 
slavensamenleving Suriname zou de praktijk anders liggen.8
◼ ◼◼",Colonial Exploitation & Economic Inequality
"Haar 
bruidegom was Willem Hendrik Lons (1708-1740), die op 7 november 
1708 in Utrecht was gedoopt als zoon van Hendrik Lons en Clara ter 
Smitten. Hendrik was twintig jaar toen hĳ in 1728 de oversteek naar 
Batavia maakte om er fortuin te zoeken als onderkoopman bĳ de 
voc, net als de vader van Sara Sibilla Verdion. Hendrik verwierf als 
tweede administrateur op de eilandjes Onrust en Kuiper (voor de 
noordkust van Java bĳ Batavia) in betrekkelĳk korte tĳd een groot 
kapitaal, zodat het echtpaar in staat was om relatief snel Azië te verlaten 
om zich omstreeks november 1736 als gezeten burgers van Utrecht te 
vestigen. Voordat zĳ de riskante overtocht van Azië naar Nederland 
ondernamen, had het koppel een nieuw testament bĳ een notaris in 
Batavia laten opstellen. Handtekening Sara Sibilla van Hengst",Colonial Exploitation & Economic Inequality
"— 226 —
— STAAT EN SLAVERNIJ —
slaafgemaakten werden ingezet. ­Sint-Eustatius werd, evenals Curaçao, 
gedurende de achttiende eeuw een belangrijk overslag- en distributiecen­
trum voor goederen en slaafgemaakten. Sint-Eustatius heeft tevens een 
exportgerichte landbouw van betekenis gekend. Op Curaçao kwam de plan­
tagelandbouw met inzet van Afrikanen het meest tot ontwikkeling, maar 
de handel bleef centraal staan.",Colonial Exploitation & Economic Inequality
"SLAAFGEMAAKTEN EN BESTUURDERS VAN DE VOC IN UTRECHT EN AZIË 
97
voc-bewindhebbers, zoals de geleerde Aernout van Buchel of de latere 
burgemeester Aelbert van Benthem. De eerste Utrechtse bewindheb-
ber was Willem van Sypesteyn (1575-1624), een telg uit een voornaam 
koopmans- en regentengeslacht. Willem van Sypesteyn was onder meer 
kanunnik van de Utrechtse dom, raad van de Zeeuwse admiraliteit en 
gedeputeerde in de Staten-Generaal namens Utrecht.3 Als bewindhebber 
kreeg hĳ een vergoeding van maar liefst 800 gulden per jaar van de 
voc – deze nevenfunctie werd dus beloond met ruim zesenhalf keer 
het jaarsalaris van een gewone matroos.4 De activiteiten van Willem 
van Sypesteyn laten zien hoezeer de bestuurlĳke elite van Utrecht via 
de Staten-Generaal en de voc direct betrokken was bĳ het koloniaal 
bewind.",Colonial Exploitation & Economic Inequality
"Utrecht speelde vooral een rol via het 
provinciale bestuur, de Staten van Utrecht, die onder meer de oprichting 
van een Utrechtse Compagnie in 1721 instigeerden. Deze Utrechtse 
Compagnie had directe belangen in plantages en slavenhandel. De 
bestuurlĳke betrokkenheid uitte zich verder in de Utrechtse bewindheb-
bers die namens de Staten van Utrecht plaatsnamen in de kamers van 
de voc en de wic in respectievelĳk Amsterdam en Maze (Rotterdam). Ze hielden zo toezicht op de subsidies van de Staten-Generaal (en dus 
indirect van de Staten van Utrecht) aan die compagnieën. Er bestond een grote mate van persoonlĳke betrokkenheid van 
Utrechtse bestuurders in koloniale exploitatie.",Colonial Exploitation & Economic Inequality
"Door zich via de negotiaties van 
een gegarandeerde aanvoer van goederen te voorzien, werd het voor 
Van Vloten lucratief om ook in de verdere verwerking van die goederen 
te stappen. Op 2 november 1770 – dus rond de tĳd dat hĳ zĳn eerste 
negotiatie in Utrecht opzette – kocht hĳ samen met zĳn neef Willem 
van Vloten de suikerraffinaderĳ op het Lucasbolwerk (het zogenoemde 
Suikerhuis), inclusief de hele inboedel, waaronder in ieder geval ‘vier 

UTRECHTSE NEGOTIATIES EN DE DEFTIGE NOTARIS",Colonial Exploitation & Economic Inequality
"Gedurende zijn korte ambtsperiode (1868-1870) voerde hij een radicale 
koerswijziging door in de Nederlandse koloniale politiek. Zijn agrarische wet 
en suikerwet maakten een einde aan het cultuurstelsel, het monopolie van 
het koloniale gouvernement op de verbouw van en handel in tropische 
landbouwproducten, vooral koffie, suiker, thee en indigo. Vanaf dat moment 
kregen particuliere ondernemingen alle ruimte, ook voor de introductie van 
nieuwe ‘cultures’ als tabak en rubber. Even beslissend was zijn diplomatieke inbreng. Al geruime tijd liepen er 
besprekingen met Groot-Brittannië over een drietal afzonderlijke onderwerpen.",Colonial Exploitation & Economic Inequality
"58-
60, 63, 83
Meulenbelt, Anja 261
Meuron, Charles Daniel de 167
Mey, François de 73
Mey, Jan Gysberto de 69, 70
Mey, slaafgemaakte 129
Middelburg 11, 12, 58, 77, 85, 127, 133, 
215, 218
Middelburgsche Commercie Compag-
nie 20, 61, 78
Middendorp, Frederik 62
Minangkabau 232
Minrebroederstraat 45, 143-145, 149, 
150

324 
REGISTER 
moed 262
Moens, Adriana 190
Moens, Petronella 28, 32, 169, 183-191
Moens, Petrus 186
Mok 230
Molukken 96, 97, 104, 106, 107
Moluks Historisch Museum 269
Montesquieu, Charles-Louis baron 
de 158
Montfoort 119
Moors, Cervina van, 
slaafgemaakte 219
Moskou 90
Mourée 45
Muelen, Joseph Elias van der 63
Muelen, van der 120
Muelen, Willem van der 98
Muiden 60, 116
Multatuli 205
Murray, Charles 253
Museum Catharĳneconvent 140
Muzen-almanak 191
Nahuys, Rudolph Hendrik 72
Namibië 250
Napoleon 185, 190
Nationaal Archief 223
Nelson, Oliver 221
Nepveu 17, 125
Nepveu, Jean 128
Nepveu, Laurens Jan 128, 129
Nepveu, Laurens Johannes 128
Neuchâtel 153, 164-168
Neude 175, 176, 239
Neuengamme 232
New York 162, 248
Nieuw Amsterdam 17
Nieuwegracht 16, 43, 110, 139, 140, 190
Nieuwe Kasteel van Antwerpen 70
Nieuwenhuyzen, Jan 186
Nieuw Nederland 162
Nieuw Perspectief 29, 245, 250-254
Nieuwstraat 89
Nigeria 126
Nĳkerk 131
Nĳmegen 59, 241
nimeto 235, 236
ninsee 268, 270
Nooitmeer, Linda 261, 268
Noord-Amerika 162
Noord-Holland 177
Nooyt Gedagt, plantage 134, 138
Notos, Soula 251
Nowhere 241
nsb 229
Nussbaum, Felicity 158
n.v.-Huis 229, 230, 235, 255
Oase 261, 267, 271
Oldenbarnevelt, Johan van 175, 176
Olleĳ, slaafgemaakte 99
Ondaatje, Pieter Quint 89, 215, 
225-229, 234
Onrust 147
Onverwagt, slaafgemaakte 99
Oortman, Andries 62
Oost-Friesland 81
Oostindie, Gert 217
Oostwaard 121
Op Buuren 115
Osuna, graaf van 55
Oude Compagnie 104
Oudegracht 16, 106, 110, 111, 143, 190, 
195, 218, 221, 223, 229, 235, 255
Oude Kerkhof 190
Oudwĳk 256
Overstraten, Adriana van 183, 184
Overvecht 256, 260
Pagez, Henri 62
Papoea 221, 255, 257
Paramaribo 128, 166
Parĳs 58, 153
Pauw, Dionisius 125, 127
Pegida 270
Peixotto, Abraham 123
Pengel, Jopie 245
Perhimpoenan Indonesia (pi) 232
Pericarivier 151
Perponcher Sedlnitzky, Cornelis 
de 164
Perponcher Sedlnitzky, Willem de 164
Persepolis 221
Perzië 84
Pesters, Willem Nicolaas 226
Petersen, Onno 237, 240
Phaeton, slaafgemaakte 73
Pinas, Marcel 11
pki 232
Planteau, Johanna C. 131",Colonial Exploitation & Economic Inequality
"Terug naar Indië? Ongeveer driekwart jaar na het overlĳden van haar echtgenoot trad 
Sara Sibilla Verdion opnieuw in het huwelĳk, nu met Cornelis van 
Hengst (1715-1769), lid van de vroedschap van Utrecht. Ze waren een 
goede match: Van Hengst bekleedde een vooraanstaande functie en 
Sara Sibilla Verdion beschikte over een enorm vermogen.8 Uit haar 
tweede huwelĳk kwamen twee kinderen voort die wel de volwassenheid 
bereikten. In de talloze testamenten die Sara Sibilla Verdion tĳdens 
haar leven bĳ notarissen in Utrecht heeft laten opmaken, wees zĳ haar 
beide kinderen als erfgenaam aan.",Colonial Exploitation & Economic Inequality
"Op 
het hoogtepunt stonden in Maarssen bĳna zestig buitenhuizen.21 Veel 
van deze huizen zĳn afgebroken of verbouwd en zien er dus niet meer 
uit zoals in de zeventiende eeuw. Sommige zĳn nog steeds in adellĳke 
handen, andere zĳn in het bezit gekomen van andere families of hebben 
een bestemming gekregen als museum, restaurant of, zoals Goudestein, 
zelfs als gemeentehuis. Zo blĳven onze paden zich kruisen met de 
koloniale geschiedenis, of we nu willen of niet. Utrechts slavengeld Alex van Stipriaan
Tussen het Janskerkhof en de Kromme Nieuwegracht moet het in 
vroeger tĳd vaak zĳn gegaan over de Nederlandse slavenkoloniën in 
Zuid-Amerika.",Colonial Exploitation & Economic Inequality
"In Perzië waren Dirck Sarcerius en Hendrick van 
Wĳck (zoon van de Utrechtse bewindhebber van de wic Zeger van Asch 
van Wĳck) opperhoofd. In Japan waren Ferdinand de Groot en Gerardus 
Bernardus Visscher opperhoofd. Daarnaast waren er in Kaap de Goede 
Hoop maar liefst vĳf gouverneurs met Utrechtse banden. Daniël van 
den Henghel, Ryk Tulbagh, Pieter van Reede van Oudtshoorn en Simon 
Hendrik Frĳkenius waren er geboren, Hendrik Swellengrebel zou zich 
na zĳn gouverneurschap in Utrecht vestigen.",Colonial Exploitation & Economic Inequality
"In 1658 gaf Jan van Riebeeck, gouverneur van de 
Kaap, opdracht het eiland te verlaten.2 In de loop van de jaren zestig van de 
zeventiende eeuw gaf de voc opdracht om de nederzetting te herbouwen. In de decennia daarna lukte het niet om de landbouw op het eiland tot 
bloei te brengen en in 1710 keerde de voc het eiland opnieuw de rug toe. In 1715 namen de Fransen Mauritius in bezit en herdoopten het Isle de 
France. Onder hun bewind zou de op slavernij gebaseerde plantage­
economie verder groeien.",Colonial Exploitation & Economic Inequality
"In 1775 was hĳ zelf naar de Kaap teruggereisd om zĳn geboorteland te 
bezoeken, misschien wel met de gedachte zich er weer te vestigen. Hĳ 
ondernam enkele lange reizen door zuidelĳk Afrika.35 In later jaren, weer 
teruggekeerd in Utrecht, bleef hĳ in nauw contact staan met leden uit 
de Kaapse elite en hĳ poogde zelfs nog tĳdens de politieke woelingen 
in de patriottentĳd aan de Kaap gouverneur van de Kaap te worden.36 Het werd echter Utrecht, waar de Swellengrebels steeds sterker met de 
regentenkringen vervlochten waren geraakt. Zo trouwde Hendrik Jr.’s 
jongere zuster Claudia Constantia (1739-1767) met Adriaan van Romondt 
(1738-1818), telg uit een Utrechts patriciërsgeslacht en zelf raad in de 
vroedschap, en een van de initiatiefnemers van het investeringsfonds 
Voordeelig en Voorsigtig (zie het artikel van Matthĳs Kuipers).",Colonial Exploitation & Economic Inequality
"De letterlijke kopie van een Antwerpse bepaling die 
teruggaat tot in de zestiende eeuw laat zien dat slavernij in de stad formeel 
verboden was: ‘Binnen der Stadt van Amstelredamme ende hare vrijheydt, zijn 
alle menschen vrij, ende gene Slaven. ’ Het was echter aan de slaafgemaakte 
om zijn of haar vrijheid op te eisen. Net als in Antwerpen (zie hoofdstuk 24 van 
Jeroen Puttevils) kon daardoor in de steden van de Republiek de praktijk van 
slavernij blijven bestaan.",Colonial Exploitation & Economic Inequality
"De handel was een 
belangrijk aspect voor deze tochten, maar ging hand in hand met agressieve 
veroveringen. De Moucheron werd in zijn ondernemingen door allerlei beleggers 
gesteund, waaronder prins Maurits van Oranje, stadhouder en legeraanvoerder 
van de Republiek. Van de Staten-Generaal kreeg de Moucheron keer op keer 
toestemming voor zijn ondernemingen. Deze en de afzonderlijke Staten van 
Holland en Zeeland voorzag hij vaak van advies. Andere kooplieden gaven niet alleen advies, maar hadden zelfs zitting in 
bestuurlijke organen van de voorlopers van de Nederlandse staat.",Colonial Exploitation & Economic Inequality
"EN KOLONIALISME —
keer (zie tabel 2). In 1675 kreeg Willem Hendrik vijfentwintig procent 
winst op tweehonderdduizend gulden uitgekeerd: vijftigduizend gulden. Als stadhouder van de voc (1675-1701) kreeg hij een bedrag uitgekeerd dat 
vandaag bijna tweehonderd miljoen euro waard is. Ook voor zijn opvol­
gers, Willem iv en Willem v, zijn deze gegevens vastgelegd: zij ontvingen 
in totaal respectievelijk 280 000 gulden (omgerekend 50 176 000 euro) en 
635 000 gulden (113 792 000 euro).",Colonial Exploitation & Economic Inequality
"Carlsruhe: C.G. Schmieder, 1784). Exemplaar in de Buku Bibliotheca 
Surinamica collectie, willekeurig doorschoten met vertalingen in hand-
schrift. Gedichten vertaald door H. Tollens.
22. 
Matthias Claudius, Liedjes van Matthias Claudius, H. Tollens (vert.) 
(Leeuwarden: G.T.N. Suringar, 1834 [1e druk 1824]), 12.",Colonial Exploitation & Economic Inequality
"Nancy Jouwe (longread) vertelt 
het verhaal van diverse Utrechters van kleur, vanaf de zeventiende 
eeuw tot aan het Utrecht van de jaren 1960. Quinsy Gario gaat in op het 
De Utrechtse Poort in Batavia. Op de voorgrond enkele slaafgemaakten en een Europees 
gezelschap. Johannes Rach, c. 1760-1780 (Perpustakaan Nasional, Jakarta) INLEIDING 
29
beroemde Rotterdamse Caraïbisch Carnaval, dat eigenlĳk in Utrecht 
begon in 1982, en over zĳn kunstproject",Colonial Exploitation & Economic Inequality
"In de jaren 1650 groeide Curaçao uit tot een 
belangrĳk regionaal entrepot voor de slavenhandel in het Caribisch 
gebied en kwalificeerde de wic zich als een belangrĳke partĳ voor de 
Spaanse kroon. Tussen 1685 en 1688 heeft de wic het asiento eenmalig in 
handen gehad door toedoen van Balthasar Coymans, een Nederlandse 
koopman in Cádiz. Tussen 1662 en 1711 was de wic bovendien achttien 
keer subcontractant en mocht de compagnie slaafgemaakten leveren 
aan degene die op dat moment het asiento in handen had.3 De slavenhandel op Spaans-Amerika was belangrĳk voor de positie 
van de Nederlanders in de ontluikende wereldeconomie omdat een 
enorme hoeveelheid zilver in handen kwam van Nederlandse handelaren 
in Cádiz en Sevilla. Slaafgemaakten werden betaald in zilveren munten 
die nodig waren voor de handel op China.4",Colonial Exploitation & Economic Inequality
"Ten tĳde 
van de Vrede van Utrecht was de slavenhandel van de wic dan ook 
enorm geslonken. Toch heeft de wic tĳdens de Spaanse Successieoorlog 
volgens schattingen nog ongeveer 21.000 slaafgemaakten naar Spaans-
Amerika vervoerd.9
Hoewel het asiento dus niet noodzakelĳk was voor de Nederlandse 
slavenhandel kan het belang van dat contract moeilĳk overschat worden, 
omdat het gezien werd als sleutel tot de gehele handel op Spaans-Ame-
rika. Tĳdens intensieve onderhandelingen over de Spaanse erfenis in 
1698 en 1700 toonden koning-stadhouder Willem iii en raadpensionaris 
Anthonie Heinsius nog weinig interesse in het Caribisch gebied, en ze 
hadden er ook weinig kennis over. De secretaris van de Admiraliteit van 
Amsterdam verzekerde Heinsius echter in 1703 dat de ‘vaert op Curacao 
ende vandaer naer de Spaensche Westindiën is van een seer groote 
consideratie’. Ook Jacob van Surendonck, secretaris en adviseur van 
Heinsius, schreef in 1701 dat de toewĳzing van het asiento aan Frankrĳk 
verstrekkende gevolgen zou hebben, ‘om dat Vranckrĳck zich van tĳd 
tot tĳd meer meester zal maacken van de Spaansche havens, en van 
de Spaansche Westindien’.",Colonial Exploitation & Economic Inequality
"De contractant kreeg een licentie om een bepaalde hoeveelheid piezas 
de India in te voeren, een eenheid die een volwassen, gezonde slaaf 
representeerde. Slaafgemaakten werden dus gereduceerd tot gedehu-
maniseerde handelswaar.2 De slavenhandel werd tot 1640 gedomineerd 
door de Portugezen, maar daarna nam de internationale concurrentie 

48 
DAVID ONNEKINK
toe. Daar maakte de Nederlandse West-Indische Compagnie (wic) goed 
gebruik van. De wic kocht de slaafgemaakten vooral aan de Goudkust, 
de Slavenkust en Angola in.",Colonial Exploitation & Economic Inequality
"Het betekent dat de talen van al die landen bepaald zijn door 
de koloniale tijd, zowel in hun onderlinge verhoudingen – dominant of 
marginaal, officiële taal, contacttaal of groepstaal – als door processen van 
creolisering. In Indonesië is het Bahasa Indonesia de overkoepelende taal 
geworden met tal van erkende grote ‘groepstalen’ van soms tientallen mil­
joenen sprekers, zoals het Javaans. Het Nederlands speelt er geen enkele 

— 192 —
— STAAT EN SLAVERNIJ —
rol meer. Relicten van het Indisch-Nederlands vinden we nog wel terug in 
de literatuur van Nederlandse schrijvers met Indische roots als Marion 
Bloem, Adriaan van Dis, Alfred Birney en Otto de Kat. Als Zuid-Afrika in 1994 elf talen de status van officiële taal verleent, is 
het goed te beseffen dat zelfs dát een vereenvoudigde afspiegeling vormt 
van een nog veel complexere cultuurdiversiteit die de koloniale tijden 
heeft overleefd.",Colonial Exploitation & Economic Inequality
"Zo kunnen we doorgaan. Dit is alleen nog maar de absolute toplaag 
van de voc in enkele gewesten buiten de Indonesische archipel, allen 
mannen die vaak door jarenlang ploeteren in Compagniesburelen, forten 
en pakhuizen, en met behulp van patronage en gevlei tot de hoogste 
posten opklommen. Het blĳven namen, ontdaan van vlees en bloed 
en van de gebeurtenissen die een persoon uit het verleden tot leven 
brengen. Toch is het van belang ze te noemen, om te laten zien dat de 
relatief kleine stad Utrecht een groot aantal prominente mannen leverde 
die het maritieme rĳk van de Republiek in Azië runden en er veel aan 
verdienden. Het is ook goed te beseffen dat al deze mannen in het bezit 
waren van slaafgemaakten, niet zelden van grote aantallen.",Colonial Exploitation & Economic Inequality
"Hĳ was in 1727 getrouwd met Helena 
Wilhelmina ten Damme, de dochter van een chirurgĳn, met wie hĳ 
acht kinderen kreeg. De Swellengrebels waren de spil in een machtig 
netwerk aan de Kaap. Hendriks zuster was getrouwd met Ryk Tulbagh 
(1699-1771), die in Utrecht was geboren en in 1751 Hendrik Swellengrebel 
als gouverneur zou opvolgen. Tulbagh werd onder meer bekend vanwege 
de codificatie van wetten die de leefregels van slaafgemaakten aan de 
Kaap vastlegden.",Colonial Exploitation & Economic Inequality
"Zo waren er nog meer bevriende families in Neuchâtel die verbonden 
waren met de koloniale handel: de familie van Charles Daniel de Meuron 
(1736-1806), die in dienst was geweest van de voc in Azië en later bĳ de 
East India Company; de steenrĳke familie De Pourtalès, die rĳk was 
geworden aan de handel in op Indiase kleden gebaseerd textiel, en 
koffie- en suikerplantages bezat in Grenada, ten noorden van Trinidad 
en Tobago.53 Waar Belle van Zuyen ook ging en met wie zĳ zich ook 
omringde: koloniale belangen lĳken overal aanwezig te zĳn geweest. Het huis van DuPeyrou in Neuchâtel, Zwitserland, geﬁnancierd uit de opbrengsten van zijn 
plantages (Publiek domein)

168 
CAROLINE DRIEËNHUIZEN
Tot slot
Het literaire werk van Belle van Zuylen is eerder door wetenschappers 
als Judith Vega en Christiane Solte-Gresser vanuit een postkoloniaal 
perspectief geanalyseerd, en door Egmond Codfried is Belle van Zuylens 
eigen achtergrond onderzocht op verbanden met de koloniën en mensen 
van kleur. Eerder was echter nog niet duidelĳk dat Belle van Zuylen en 
haar familie, vrienden en sociale netwerk in Utrecht en Amsterdam 
en later in Neuchâtel, opvallend grote koloniale financiële belangen 
hadden. Niet alleen bĳ de elite in de belangrĳkste op de overzeese 
handel georiënteerde steden van de late Republiek speelden ‘koloniale 
zaken’ dus een grote rol, maar ook in steden als Utrecht, dat geen directe 
verbinding met zee en geen eigen voc- of wic-kamer had, en zelfs in 
Neuchâtel.",Colonial Exploitation & Economic Inequality
"Johannes’ 
zoon Lucas Hondius (1664-1704) was rentenier. Hĳ had een vermogen 
geërfd van ruim 247.000 gulden van familieleden van zowel vaders- als 
moederskant.12 ’s Winters woonde hĳ op de Keizersgracht in Amster-
dam en ’s zomers op Vechtenstein. Hĳ trouwde in 1683 met Cornelia 
Commelin (1659-1708), dochter van Johannes Commelin, botanicus 
en vanaf 1672 raad in de vroedschap van Amsterdam. Deze Johannes 
had in 1682 in opdracht van de Amsterdamse vroedschap, samen met 
de zoon van de eerdergenoemde Joan Huydecoper, de Amsterdamse 
hortus botanicus opgericht, waar planten en zaden uit gebieden waar 
Nederlanders handeldreven werden opgekweekt en bestudeerd.13 In 1698 kocht Lucas Hondius de bĳ Vechtenstein gelegen hofstede en 
heerlĳkheid Oostwaard van Joost Taets van Amerongen, een belangrĳk 
lid van de Utrechtse adel.",Colonial Exploitation & Economic Inequality
"Dat leverde hem jaarlĳks nog enkele 
duizenden guldens op, in goede 
jaren wel achtduizend. In Utrecht ging Loten – zĳn vrouw was in 1755 in Colombo gestorven 
– in de Nieuwstraat wonen, maar ondanks de nabĳheid van zĳn ouders 
en broer kon hĳ niet aarden, en hĳ vertrok na tien maanden naar Londen, 
waar hĳ zich overgaf aan zĳn wetenschappelĳke, natuurhistorische 
belangstelling. Hĳ bleef pendelen tussen Engeland en de Republiek. Met zĳn tweede, Engelse vrouw vestigde hĳ zich pas in 1781 voorgoed 
in Utrecht, aan Drift 27, de huidige universiteitsbibliotheek, een van de 
schitterendste locaties in de stad. Loten kon zĳn grote staat dus voeren 
dankzĳ de enorme inkomsten uit zĳn Aziatische loopbaan.",Colonial Exploitation & Economic Inequality
"Met Jan Cornelis van den 
Heuvel, zoals we zagen de eigenaar van de suikerplantage Nooyt Gedagt 
in Essequibo, trof Van Vloten in 1786 een schikking over een wĳziging 
van de rentebetalingen.20 In 1801, zĳn jaar van overlĳden, stond nog een 
meerderheid van het uitgeleende geld als plantersschuld in de boeken. De 
fondsen werden na zĳn dood beheerd door zĳn weduwe Anna Gilliana 
van Taack (1739-1814) en kwamen later terecht bĳ het Amsterdamse 
kantoor Ketwich & Voombergh, dat gerund werd door haar neef Dirk",Colonial Exploitation & Economic Inequality
"BELLE VAN ZUYLEN IN KOLONIALE ZAKEN 
157
ook van het moderne ongelĳkheidsdenken te zien gaf. Waar sommige 
verlichtingsdenkers beargumenteerden dat vrĳheid en gelĳkheid univer-
sele rechten waren en dus ook golden voor tot slaaf gemaakte mensen, 
en daarom aan de wieg stonden van het abolitionisme, waren er andere 
denkers die juist beargumenteerden dat die vrĳheid niet voor iedereen 
gold. Op basis van natuurhistorische ideeën die uiterlĳke verschillen van 
mensen verabsoluteerden, formuleerden sommige verlichtingsdenkers 
een ‘natuurlĳke’ raciale hiërarchie waarin witte Europeanen bovenaan 
stonden. Tevens werden de verschillende beschavingen in de wereld 
beoordeeld op basis van hun meer of mindere culturele ‘ontwikkeling’.",Colonial Exploitation & Economic Inequality
"Zo vinden 
we onder de namen van vrĳgemaakte mensen bĳvoorbeeld Andries 
Nicolaas Spanert, slavennaam Klaas, die op het veld had gewerkt.33 
Slaveneigenaar Weidner werd overtroffen door Anna Magdalena barones 
van Hangest d’ Yvoy, eigenaresse van de plantage Johan en Margaretha, 
die niet minder dan 76.500 gulden voor haar 255 tot slaaf gemaakten kreeg.34
Ten tweede is er de doorwerking van de sociale patronen en culturele 
verbeelding die bĳ de slavernĳ hoorden.",Colonial Exploitation & Economic Inequality
"Prattenburg, schip 44
Predikherenkerkhof 85, 91
Pretant, slaafgemaakte 129
Princes, slaafgemaakte 72
Pro Patria et Libertate 227
Provinciale Staten 129, 144
Pruisen 165
Puerto Rico 51
pvda 266, 270
Queljo, Laurens 218
Raad van Indië 106
Raalte, Celestine 267
Rach, Johannes 28, 81, 82 Ram 120
Ramdas, Anil 250, 251
Rammelman Elsevier 131
Raynal, Guillaume-Thomas 158
Reael, Laurens 97, 103
Reede, Frederik Ch.R. van 164
Reede tot Drakenstein, Hendrik 
Adriaan van 219
Reede van Oudtshoorn, Pieter van 84
Reede van Renswoude, Frederik 
Adriaan van 47
Reinhart, of natuur en godsdienst 18, 
188
Rembrandt 217
Réveil 191, 195, 197, 203, 205, 208, 
209, 212
Reynst, Gerard 97
Rhapsodiën of het leeven van 
Altamont 164
Rheenen 44
Ridderschapsstraat 47
Riemsdĳk, Jeremias van 81, 82
Rĳk, J.C. 198
Rĳksmuseum 12
Rollins, Sonny 221
Romondt, Adriaan van 92, 137
Romondt, Maria Johanna van 18
Roosmale, Margaretha 128
Rossum, Matthias van 22
Rothberg, Michael 11
Rotterdam 10-12, 14, 29, 30, 37, 40, 
77, 95, 133, 144, 195, 197, 203, 240
Rotterdam Ladies Antislavery 
Committee 197
Rouen 145
Rousseau, Jean-Jacques",Colonial Exploitation & Economic Inequality
"Door alle correspondentie uit de koloniën was dit soort informatie 
over de slavernĳ  ook in Utrecht en elders in Nederland aanwezig, met 
name bĳ  de stedelĳ ke elite. Zo zat Laurens Jan in het stadsbestuur en 
de Provinciale Staten en had hĳ  veel mensen om zich heen met wie hĳ  
zĳ n verhalen over de plantages kon delen. Eveneens aan de noordzĳ de 
Gevluchte man in de bossen achter de plantages. Uit: P.J. Benoit, Voyage à Surinam (1839)",Colonial Exploitation & Economic Inequality
