sentence,topic,document
ruil daarvoor verplicht dagen per onbetaald plantagehouder werken daarnaast bijvoorbeeld verplicht maisstokken af staan,not-matched,Staat_slavernij.txt
voer rundvee plantage eigenaar werden er beperkingen gesteld geiten schapen mochten houden men er afschaffing,not-matched,Staat_slavernij.txt
slavernij materieel beter geworden beeld diepe armoede,not-matched,Staat_slavernij.txt
kolonialisme bovendien verantwoordelijk maatschappelijke structuur waarin zwarte afstammelingen slaafgemaakten onderste sporten staan aruba,not-matched,Staat_slavernij.txt
soortgelijke positie hoewel bewo ners hoger status werden beschouwd vanwege lichtere kleur indiaans venezolaanse afstamming emancipatie bleef plantage,Historical_colonialism/Slavery,Staat_slavernij.txt
gevoel knechting voortdurende controle overhand houden maria celestijn,not-matched,Staat_slavernij.txt
geboren porto marie curaçao vertelde interview ten behoeve buurtanalyse,not-matched,Staat_slavernij.txt
vader besloot plantage gaan wonen omdat willekeur vernederend gedrag shon kon accepteren vader kreeg stukje grond ter rein pastoor willibrordus,not-matched,Staat_slavernij.txt
hadden beslist breed behielden tenminste onze waardigheid stelde liever arm,not-matched,Staat_slavernij.txt
slavernij leven leven sabanas zogeheten,not-matched,Staat_slavernij.txt
bewoners leefden armoede perspectief bleven afhankelijk shons water plantageputten halen toegang kust krijgen waar konden vissen,not-matched,Staat_slavernij.txt
orale overlevering verslagen respondenten blijkt hoe mach tig shons eerste helft twintigste eeuw shon bijvoorbeeld gewoonte koeien los laten akkers pachters terwijl klaar oogsten andere shon liet eerst,not-matched,Staat_slavernij.txt
koeien drinken waterbak waardoor ernstig vervuild raakte daarnaast er verhalen shons vonden zich vrijheid vrouwen toe konden veroorloven wat typerend neerbuigende houding superioriteitsgevoel ten opzichte koloniale slavernij wereldwijd zwarten gekleurden houding tegenover vrouwen vond navolging man vrouwrelaties,not-matched,Staat_slavernij.txt
terwijl anderzijds plantagesamenleving centrale rol,not-matched,Staat_slavernij.txt
belangrijk vaak betrokken kleine handel verkoop producten stad,not-matched,Staat_slavernij.txt
armoede uitzichtloosheid ontsnappen zich emancipatie aangediend gingen voormalige slaafgemaakten,not-matched,Staat_slavernij.txt
name bovenwindse eilanden slag seizoenswerker verbouwing suikerriet omliggende eilanden,not-matched,Staat_slavernij.txt
verenigde staten werk werden vaak slecht betaald werden,not-matched,Staat_slavernij.txt
gemarginaliseerd gediscrimineerd arbeiders voelden zeggen hadden bestaande verhoudingen mis ten vaak motivatie zich volle honderd procent zetten olie industrie autonomie vanaf bracht vestiging grote raffinaderij multi national shell verandering curaçao hoewel arbeiders vooral voortgekomen vroegere slaafgemaakten olie industrie maken,not-matched,Staat_slavernij.txt
discriminatie vooringenomen heid konden zich vanaf moment makkelijker losmaken knellende banden plantages,not-matched,Staat_slavernij.txt
bouwde men raffinaderij amerikaanse esso later exxon aruba werd werknemers olieraffinaderij aparte woonwijk gebouwd,not-matched,Staat_slavernij.txt
sociale middelpunt essoclub allerlei faciliteiten waaronder ijszaak rechts,not-matched,Staat_slavernij.txt
witte kinderen werknemers staat slavernij arbeiders beide eilanden werkten olie industrie andere eilandbevolkingen participeerden bovenwindse eilanden liepen zelfs min leeg migratie curaçao aruba massale karakter fabrieksarbeid nationalistische politiek vanaf vijftig konden werkers steeds beter vuist maken rechten inspraak opeisen,not-matched,Staat_slavernij.txt
via vakbeweging sterk emanciperend gewerkt autonomiebeweging breed opgezet versnelde culturele bewustwording vanaf der tig ten aanzien eigen identiteit doorslaggevende rol gespeeld werkvloer,not-matched,Staat_slavernij.txt
sportaccommodaties werd sterk gesegregeerd grote industrie hierbij werd grote immigranten vaak bedreiging gezien,not-matched,Staat_slavernij.txt
lokale werkers zich achtergesteld voelden anderzijds werd zelfbewustzijn bevorderd betere salariëring,not-matched,Staat_slavernij.txt
men kon zich verhouding welgestelde levensstijl veroorloven sterke gulden hielp kleurbarrières verkleinen etnisch onderscheid ras verschillen ebden slechts langzaam weg mede selectieve perso neelsbeleid olie industrie,not-matched,Staat_slavernij.txt
zestig kwam dubbele uitsluiting bijvoorbeeld zwarte engelssprekenden gebied ta nán ta pretu zíj zwart ontkenning kort bepaalde groepen aruba eiland,not-matched,Staat_slavernij.txt
curaçao vooral vanaf zeventig vooruitgang geboekt gebied raciale etnische acceptatie,not-matched,Staat_slavernij.txt
aruba valt geschei den ontwikkeling,not-matched,Staat_slavernij.txt
daar maarten toeris me vanaf tachtig rol gespeeld vergelijken olie industrie,not-matched,Staat_slavernij.txt
bovenwindse eilanden werden gekenmerkt politieke demografische sociaal culturele veranderingen wegens uitblijven grootschalige plantagelandbouw bleef afrikanen,not-matched,Staat_slavernij.txt
klein zeventig ruimtelijk maatschappelijk geschei,not-matched,Staat_slavernij.txt
gekleurde minderheidsbevolking leef vooral hoofdstad the bottom terwijl overige plaatsen nagenoeg exclusieve domein bleven witte wat straatbeeld lang terug zien pas uitbouw antilli aanse democratie zeventig begon raciale segregatie maarten verdwijnen,not-matched,Staat_slavernij.txt
koloniale slavernij wereldwijd ter afsluiting politieke emancipatie,Historical_colonialism/Slavery,Staat_slavernij.txt
veertig vijftig antilliaanse autonomie opstand curaçao werden geleidelijk meeste politieke posities nazaten zwarte slaaf gemaakten,not-matched,Staat_slavernij.txt
overgenomen vergelijkbare ontwikkelingen zien we overige eilanden verder zoeken eigen identiteit herontdekking creoolse cultuuruitingen uiteindelijk geleid acceptatie afrikaanse afkomst,not-matched,Staat_slavernij.txt
er waardevol verricht mede betere beschikbaarheid digitale bronnen ontwik keling wetenschappelijk debat groter nationaal bewustzijn bracht lokale voort,not-matched,Staat_slavernij.txt
er dacht geschonken rol slaafgemaakten,not-matched,Staat_slavernij.txt
zeventiende eeuw ontbrekende documenten relaties lokale elite vrijheidsstrijders,not-matched,Staat_slavernij.txt
slavernij verdient aandacht werd er gestaakt curaçao stakingen,not-matched,Staat_slavernij.txt
ontwikkeld gemeen schapsontwikkeling circa leefgemeen schappen overal suriname docent verbonden bacheloropleiding,not-matched,Staat_slavernij.txt
suriname helmut gezius leed verzet,not-matched,Staat_slavernij.txt
suriname tijd waarin kolonisatie plaatsvond daarbinnen,not-matched,Staat_slavernij.txt
bepaald republiek suriname samenleving stand gekomen vol gens natuurlijk ontwikkelingsproces binnenuit gevolg drang realisatie behoeften verlangens aspiraties oorspronkelijke bevolking slavernijsysteem,not-matched,Staat_slavernij.txt
suriname werd toegepast kader kolonisatie belang rijkste basis gelegd wat surinaamse socioloog glenn sankatsing envelopment noemt waarin surinaamse samenleving grotendeels buitenaf werd gestructureerd permanente condi,not-matched,Staat_slavernij.txt
wetenschap hoe zag suriname eruit voordat europeanen kwamen,not-matched,Staat_slavernij.txt
wat economisch systeem nederlanders neergezet kolonie suriname hoe reageerden inheemsen slaafgemaakte afrikanen systeem,not-matched,Staat_slavernij.txt
cartografisch demografisch product koloniale interventie,not-matched,Staat_slavernij.txt
portugese cartograaf diego ribeiro werd suriname net grensland guyana bestempeld wilde,not-matched,Staat_slavernij.txt
kust gebied nauwelijks iets waarde zou zich uitstrekt orinocorivier rio negro elkaar verbinding staan amazone uitgestrekte guyana vanwege geografische ecologische karakteristieken groot guyana werd genoemd,not-matched,Staat_slavernij.txt
nu vijf republieken verdeeld suriname,not-matched,Staat_slavernij.txt
republieken tijd slechts kustlijn rio braxo wat nu marowijnerivier heet rio placel staat slavernij kaart,not-matched,Staat_slavernij.txt
suriname net grensland guyana bestempeld wilde kust koloniale slavernij wereldwijd tegenwoordig corantijnrivier guyana nature regio,not-matched,Staat_slavernij.txt
grote biodiversiteit staan bekend vele waterwegen verschillende inheemse volkeren beheersten via netwerk,not-matched,Staat_slavernij.txt
dijken dammen kanalen bermen heuvels grote bosgebieden waar bijvoor beeld palm soorten groeiden werden beheerd productie fruit olie zetmeel wijn brandstof bouwmateriaal palmen werd cassave geplant engelse majoor john scott militair planter werd benoemd geograaf engelse koning haalt reisverslagen zeventiende eeuw ongeveer zevenhonderd cariben paracutto,not-matched,Staat_slavernij.txt
families woonden langs marowijne zo vijfduizend cariben langs suriname commewijne saramacca coppename corantijnrivier bovenloop surinamerivier saramaccarivier woonden tuuromakken loop corantijn ruim sapayos arawakken vestigden zich rond guyanagebied verdreven daar waarschijnlijk andere volken beurt werden circa cariben ver dreven terwijl elkaar strijd verwikkeld raakten vielen europeanen westelijk halfrond komst europese bezetters onderging groot guyana grote veranderingen brachten tomaten chocolade koren tabak suikerriet koffie mee muskieten kakkerlakken,not-matched,Staat_slavernij.txt
zorgden decennium grootste demografische ramp inheemse bevolking,not-matched,Staat_slavernij.txt
omdat velen eraan overleden aanwezigheid varkens kippen dag vandaag uitmaken eiwitvoorraad heel wat afro surinamers komst europeanen danken economische belangstelling,not-matched,Staat_slavernij.txt
suriname begon engelse expansionisten begonnen cultiveren tabak winnen hout engelsman sir francis willoughby gouverneur generaal west indië zetten eerste slaafgemaakte afri kanen ruim geleden voet,not-matched,Staat_slavernij.txt
telen economische belangen militair beschermen bouwden britten fort ver waar nu paramaribo ligt,not-matched,Staat_slavernij.txt
aangestoken economische successen engelsen veroverden,not-matched,Staat_slavernij.txt
kolonie suriname vrede staat slavernij breda kwam suriname datzelfde handen witte kolonisten wie zo gezinnen,Historical_colonialism/Slavery,Staat_slavernij.txt
joodse planters slaafgemaakten circa ongeveer ruim engelsen toen suriname verbleven trokken zeeuwse verove ring,not-matched,Staat_slavernij.txt
suriname jamaica periode beschouwd tijdperk waarin lokale bewoners groot guyana geconfronteerd werden aflatende pogingen europese expansionisten woon leef gebied nemen cariben arawakken kustgebied suriname fel gestreden militai re overname gebied europeanen toen suriname handen terechtkwam namelijk wettelijk gere geld inheemsen slaaf konden gemaakt,not-matched,Staat_slavernij.txt
priary kapi tein cariben verklaarde ondersteuning arawakken bezetters oorlog duurde totdat toenmalige regeerders vrede hen sloten,not-matched,Staat_slavernij.txt
vielen periode plantages vanaf perica huidige marowijne district parakreek huidige district para afrikaanse slaafgemaakten werden er toen cariben toe aangezet,not-matched,Staat_slavernij.txt
plantages ontvluchten via tactiek verdeel,not-matched,Staat_slavernij.txt
heers werden cariben westen corantijnrivier europe se bezetters uitgespeeld,not-matched,Staat_slavernij.txt
marowijne rivier uiteindelijk cariben arawakken warraus hulp afrikaanse slaafgemaakten,not-matched,Staat_slavernij.txt
vrede afdwingen waarbij zichzelf fundamentele vrijheden weten verwerven,not-matched,Staat_slavernij.txt
beter gezegd teruggekregen erkenning leefgebieden,not-matched,Staat_slavernij.txt
kolonie werd daarom officieel overge dragen eerst west,not-matched,Staat_slavernij.txt
indische compagnie wic enkele maanden later geoctrooieerde sociëteit suriname werkingsverband stadsbestuur,not-matched,Staat_slavernij.txt
suriname inheemsen hadden zeggenschap gebied stamouders verdeeldheid hen hen slaafgemaakten zich plantage systeem hadden koloniale slavernij wereldwijd bevrijd leidde ertoe bezetters stand houden,Historical_colonialism/Slavery,Staat_slavernij.txt
kust werd toedoen europese kolonisten economisch systeem belan gen moest kapitaalkrachtige particulieren staatslieden zowel engeland korte periode weliswaar gedu rende drie eeuwen politiek bestuurlijke regie,not-matched,Staat_slavernij.txt
politieke militaire zaken economische belangen werden verdedigd militairapparaat juridische constellatie moest economische belangen waar nodig verdedigen beschermen regelen keti koti verbroken gebroken schakels ruim afrikanen vanuit gebieden we nu kennen,not-matched,Staat_slavernij.txt
gelijkheid menselijkheid menswaardigheid zwamp bosgebieden cultuur brengen heterogene afrikanen,not-matched,Staat_slavernij.txt
werden identiteitsloze wezens bezittingen plantage,not-matched,Staat_slavernij.txt
mensonterende omstandigheden ongeveer zevenhonderd plantages aangelegd vooral laaggelegen,not-matched,Staat_slavernij.txt
zwamp gebieden ging plantages honderd duizend hectare veelal rechthoekige vorm hadden waarop gedwongen werken drang overleving drang vrijheid hen elkaar gebracht aangezet vluchten enkelen,not-matched,Staat_slavernij.txt
hen vonden vrijheid daadwerkelijk vormden nieuwe gemeenschappen bosgebie den plantages heen werden marrons genoemd strijd zekere zelfstandigheid integriteit gemeenschap realiseren beschikken eigen woon leefgebied daarbinnen eigen gezagsstructuur,not-matched,Staat_slavernij.txt
vredestrakta ten gaven marrons recht zelfstandig leven bepaalde gebie den ruil daarvoor mochten onderling verbonden sluiten werden gedwongen gevluchte slaafgemaakten leveren verzet zich altijd eisen,not-matched,Staat_slavernij.txt
staat slavernij gehouden rond werden hernieuwde vredestraktaten getekend zogenaamde akte verband koloniale hoogste traditioneel gezag marrons daarmee wilde marrongemeenschappen dienstbaar maken plantagekolonie wat nauwelijks gelukt emancipatie slaafgemaakten er angst,Historical_colonialism/Slavery,Staat_slavernij.txt
evolutionaire keten afrikanen vormden schepper,not-matched,Staat_slavernij.txt
voorouders natuurlijke omge ving familie stamtradities kinderen zichzelf werden slaafgemaakten bevrijd ijzeren ketens zaten zit ten steeds,not-matched,Staat_slavernij.txt
omdat er vitale schakels persoonlijk geestelijk sociaal cultureel leven kapot gemaakt effecten daarvan wat nu doorwerking genoemd toch slaafgemaakten hernieuwde kracht energie,not-matched,Staat_slavernij.txt
acties ondernomen zichzelf nageslacht bepaalde collectieve bestaanszekerheden gecreëerd daarvan communaal grondbezit collectief eigen dom grond,not-matched,Staat_slavernij.txt
binnenland tegenstelling andere landen gebied hadden marrons suriname vrij groot leefgebied ter beschikking gemeenschappen gesticht marrons zich vereende moed slavernijsysteem onttrokken bereik koloniale krachten gesticht,not-matched,Staat_slavernij.txt
moeilijk toegankelijke gebieden dicht langs rivieroever ver voorbij uitdagende sula stroom versnellingen elk ogenblik konden dorpen aangevallen legerexpedities formatie,not-matched,Staat_slavernij.txt
matawai stam vond plaats zestiende eeuw terwijl formatie ndyuka aluku paamaka kwinti achttiende eeuw eeuw begon tijd vredestrakta ten lag leden twee grootste marronstammen ndyuka saamaka vijfentwintighonderd drieduizend overige marronstammen bestonden driehonderd mensen marrongemeenschappen zich handhaven,not-matched,Staat_slavernij.txt
koloniale slavernij wereldwijd ontwikkelen communicatie gezagsstructuren krutu openbare vergadering waarbij bestuursaangelegenheden rechts geschillen behandeld,not-matched,Staat_slavernij.txt
traditionele gezags familiestructuren eigen taal,not-matched,Staat_slavernij.txt
rechtspraak shifting cultivation waaruit connectie afrikaanse tradities blijkt afro surinaamse tribale gemeen schappen binnenland konden zich handhaven,not-matched,Staat_slavernij.txt
bosrijke omgeving kennis afrika hadden meegenomen bunde len kennis hadden opgedaan contact lokale bevol king ruim marrondorpen tegenwoordig omringd natuurlijke hulpbronnen daarnaast er afro surinaamse mannen binnenland actief geweest goudwinningsactiviteiten toch er afgelopen zestig significante verbetering,not-matched,Staat_slavernij.txt
welvaartssituatie dorpsgemeenschap pen zien daar allerlei verklaringen vinden moeilij,not-matched,Staat_slavernij.txt
fysieke afstand paramaribo waar afzetmarkten gevestigd impact binnenlandse oorlog gehad afro surinaamse dorps gemeenschappen tribale levenswijze ontwikkeld strijden erkenning collectieve rechten strijd voeren rechtssysteem,not-matched,Staat_slavernij.txt
suriname woonden verschillende marrongroepen foto rond genomen staat,not-matched,Staat_slavernij.txt
geeft individueel grondbezit collectief grondbezit,not-matched,Staat_slavernij.txt
suriname gebruiksgoed geworden ongetwijfeld koloniale wor tels teruggaan,not-matched,Staat_slavernij.txt
geïntroduceerd wat inhield grond kon verkregen grondheer domeinbeginsel stamt tijd houdt grond domein staat tenzij ander recht eigendom,not-matched,Staat_slavernij.txt
daarop bewezen art decreet beginselen grondbeleid afro surinaamse gemeenschappen,not-matched,Staat_slavernij.txt
paramaribo coronie para geografische inrichting,not-matched,Staat_slavernij.txt
suriname districten direct maken afschaffing,not-matched,Staat_slavernij.txt
beter gezegd staatstoezicht land kreeg vijftien buitendistricten één stadsdistrict,not-matched,Staat_slavernij.txt
paramaribo vielen koloniaal gezag werden bestuurd,not-matched,Staat_slavernij.txt
benoemde commissarissen werden grenzen districten wederom gewijzigd,not-matched,Staat_slavernij.txt
suriname telt thans tien dis tricten,not-matched,Staat_slavernij.txt
dezelfde bestuursvorm paramaribo koloniale voetafdruk zichtbaar geografische situering ruimtelijke inrichting ervan,not-matched,Staat_slavernij.txt
overheidsgebouwen namen straten aangelegde infrastructuur bevol kingssamenstelling,not-matched,Staat_slavernij.txt
planters terugkeerden langer plantages bestaan konden opbouwen verhuisden paramaribo waar economische politieke elite kolonie vormden,Historical_colonialism/Slavery,Staat_slavernij.txt
er ontstond negentiende eeuw aparte klasse,not-matched,Staat_slavernij.txt
ambtenaren vormde zich handelselite paramaribo er ambachtslieden stad bevonden zich eerder plantages slaafgemaakten,not-matched,Staat_slavernij.txt
daar werkten plantage eigenaar toename vrije kleurlingen nam ambachts lieden,not-matched,Staat_slavernij.txt
bakkers timmerlieden toe vrijverklaar den boden,not-matched,Staat_slavernij.txt
diensten stadsbewoners teelden kleine gronden gewassen behoefte voorzien huisbedienden,not-matched,Staat_slavernij.txt
ambachtslieden verplichting hadden contractarbeid staatstoezicht trokken paramaribo er,Historical_colonialism/Slavery,Staat_slavernij.txt
werken diensten bieden waar verkopen,not-matched,Staat_slavernij.txt
paramaribo telde rond afschaf fing slavernij ongeveer inwoners vandaag dag koloniale slavernij wereldwijd er ruim nazaten slaafgemaakte afrikanen,Historical_colonialism/Slavery,Staat_slavernij.txt
zich afschaffing slavernij voornamelijk gevestigd,not-matched,Staat_slavernij.txt
gebieden liggen districten coronie para,not-matched,Staat_slavernij.txt
plantages binnenland gebleven zich emancipatie gevestigd rond stadscentrum lange erven waarop verschillende huizen werden gebouwd waarin verschillende families woonden zogenaamde prasi oso erf meerdere woningen pas zestig zeventig tachtig veranderde bouw grote aantallen identieke volkswoningen beekhuizen tammenga flora a geyersvlijt hanna lust latour,not-matched,Staat_slavernij.txt
volksbuurten bewoond overwegend afro surinamers,not-matched,Staat_slavernij.txt
min gelijke sociaal economische status maatschappelijke positie,not-matched,Staat_slavernij.txt
hoofdplaats totness oudste koloniale vestigingsplaats,not-matched,Staat_slavernij.txt
suriname vruchtbare kustvlakte zand schelpenrotsen kende bloeiperiodes zestig zeventig tachtig hoge producties honing kokosolie vee rijst,not-matched,Staat_slavernij.txt
coronie bestaat circa vierduizend personen wie negentig procent afro surinamer district kent oudsher marrons slaaf gemaakten vluchtten,not-matched,Staat_slavernij.txt
staatstoezicht moesten plantage eigenaren vrijgemaakten betalen bleek economisch haalbaar ter compensatie verkavelden plantage eigenaren,Historical_colonialism/Slavery,Staat_slavernij.txt
juristen toegeschreven boedelproblematiek structureel uitblijven boedelverdeling,not-matched,Staat_slavernij.txt
naam individuele erfgenamen hiermee zou voorbij gegaan aspiraties,not-matched,Staat_slavernij.txt
koop plantages zichzelf nageslacht levenslange collectieve bestaanszekerheid wilden geven aanleg waterkerende dam zeventig volgens landbouwer alexander feller eco systeem kust sterk beïnvloed samenspel,not-matched,Staat_slavernij.txt
zeewater raakte zodanig verstoord staat slavernij landbouwgronden,not-matched,Staat_slavernij.txt
natuurlijke wijze werden bevloeid gevoed zeewater drong ver plantages,not-matched,Staat_slavernij.txt
achtte bouw zeedijk noodzakelijk omdat oost westverbinding belangrijkste verkeersaders,not-matched,Staat_slavernij.txt
waarlangs meeste afro surinaamse coronianen wonen,not-matched,Staat_slavernij.txt
wat coronianen belangrijk middel bestaan kwam ontregelde waterhuishouding problemen evenals rijstteelt parwabomen waarin honingbijen huizen district para werd ingesteld genoemd,not-matched,Staat_slavernij.txt
para rivier werd grondgebied para vijfmaal groter hoofdplaats onverwacht district kent thans ruim inwoners grootste etnische afro surinamers enige internationale luchthaven grootste economische ver diener suriname volledig geïntegreerde aluminiumindustrie bauxiet aluinaarde aluminium para bron,not-matched,Staat_slavernij.txt
drinkwater voorziening paramaribo kent meest bezochte toeristische oorden land,not-matched,Staat_slavernij.txt
staatstoezicht kwamen vele plantage eigenaren,Historical_colonialism/Slavery,Staat_slavernij.txt
veilingen vrijver klaarden plantages werden geleid plantagebestuur waarin afgevaardigden koopfamilies participeerden hadden wet telijke basis genoten erkenning gebeurde koop grond ten behoeve aanleg spoorbaan districtscommissariaat bauxietontginning voorheen,not-matched,Staat_slavernij.txt
basya dorpsoudsten gelinkt elke koopfamilie gelijkenis vertoonde structuur nu voorkomt binnenland functioneren gemeenschap volgde west afrikaanse geloofstradities culturele tradities gouvernement,not-matched,Staat_slavernij.txt
suriname liet zich interne plantagesamenleving vrijverklaarden,not-matched,Staat_slavernij.txt
werd berekend huisraad huurwaarde andere persoonlijke bezittingen twee lang verzet geboden belastingverhoging betaald,not-matched,Staat_slavernij.txt
strijd gaat aldus federatie paraplantages,not-matched,Staat_slavernij.txt
surinamers zullen indachtig leed verzet ouders,not-matched,Staat_slavernij.txt
slavernijverleden kritisch inzicht ver krijgen,not-matched,Staat_slavernij.txt
welvaart welzijn schaden stagneren dwarsbomen verzwakken diskwalificeren uitingen doorwerking slavernij verleden kracht verworvenheden rijkdommen kennis ervaringen wijs heden tradities praktijken ingezet immaterieel welzijn duurzame materiële welvaart bevorderen strategie ën hoofdactiviteiten daarvoor nodig koloniale slavernij wereldwijd ramona negrón sporen slavernij geschiedenis,not-matched,Staat_slavernij.txt
buitenlandse archieven gebeurde er iets uitzonderlijks nederlander balthasar coymans sleepte spaanse asiento negros hét contract slaafgemaakte mensen introduceren spaans amerika,not-matched,Staat_slavernij.txt
coymans schakelde wic slaafgemaakte mensen kopen zond verschillende werknemers gebied,not-matched,Staat_slavernij.txt
daar uitvoering asiento waar nemen coymans vele nederlanders vroegmoderne tijd actief,not-matched,Staat_slavernij.txt
gehele wereld sporen nagelaten vorm,not-matched,Staat_slavernij.txt
archiefmateriaal coymans betrokkenheid spaanse slavenhandel bijvoorbeeld documenten vinden archieven,not-matched,Staat_slavernij.txt
cuba mexico panama waarschijnlijk elders materiaal bestaat briefcollecties,not-matched,Staat_slavernij.txt
inquisitieonderzoeken contracten staatsdocumenten anderzijds er archieven informatie vinden andere rijken,not-matched,Staat_slavernij.txt
bijvoorbeeld achttiende eeuwse smokkelhandel engelse kooplieden,not-matched,Staat_slavernij.txt
suriname aanwezigheid buitenlandse handelaren goudkust west afrika,not-matched,Staat_slavernij.txt
buitenlandse archieven komen geregeld perspectieven inheemse slaafgemaakte mensen voren zo vinden we,not-matched,Staat_slavernij.txt
europese indonesische mannen vrouwen archief sevilla verhalen vinden slaafgemaakte mensen vanuit curaçao venezuela vluchtten daar vrijheid kregen steeds historici kijken verder archieven eigen land gaan,not-matched,Staat_slavernij.txt
elders zoek nieuwe informatie toch stuiten daarbij moeilijkheden archieven altijd toegankelijk gebruiksvriendelijk daarnaast blijkt digitaliseren documenten vaak lastig betekent archief zelf,not-matched,Staat_slavernij.txt
zoek vondsten ouderwets transcriberen historicus uitdagende tijdrovende dure onderneming gelukkig steeds archieven bezig digitaliseren,not-matched,Staat_slavernij.txt
wereldwijd archieven toegankelijker documenten eeuwenlang verborgen bleven zien zodoende eindelijk weer,not-matched,Staat_slavernij.txt
universiteit leiden waar zeventiende eeuwse familie coymans werkzaam datacurator stadsarchief amsterdam redacteur holland historisch tijdschrift,not-matched,Staat_slavernij.txt
mit vs schreef bekroonde blood the river slavenopstand berbice nederlands verscheen bloed rivier werkt nu biografie,not-matched,Staat_slavernij.txt
twee achttiende eeuwse afrikaanse mannen berbice,not-matched,Staat_slavernij.txt
vroeg zeventiende eeuw stichtten nederlanders steun lokale volkeren cariben arawakken kleine nederzettingen handels posten noorden,not-matched,Staat_slavernij.txt
tropische gebied europeanen wilde kust genoemd,not-matched,Staat_slavernij.txt
precair meeste implo deerden ziekte,not-matched,Staat_slavernij.txt
onenigheid aanvallen oorspronkelijke bewo ners,not-matched,Staat_slavernij.txt
europese rivalen slechts twee ervan groeiden duurzame koloniën essequibo berbice beide werden vernoemd rivieren waaraan lagen vanuit binnenland noordelijke richting atlantische oceaan stroomden derde kolonie deme rara gelegen berbice essequibo gelijknamige rivier werd pas midden achttiende eeuw gesticht drie vrijwel vanaf begin slavernij fundament samenleving begin koloniën essequibo werd beheerd,Historical_colonialism/Slavery,Staat_slavernij.txt
bestuurs onderdelen staatsbedrijf west indische compagnie wic opgericht,not-matched,Staat_slavernij.txt
octrooi wic ondanks ver schillen bestuur ontwikkelden twee koloniën zich gelijke wijze beide groeiden langzaam aanvankelijk legden kolonisten zich toe handel oorspronkelijke bewoners,not-matched,Staat_slavernij.txt
waarbij ging hout anna to plantaardige verfstof geproduceerd werd zuid afrikaanse vrouwen werd boter kaas republiek kleuren daarnaast verbouwde men tabak verslavend gewas europa snel populariteit won rond midden zeventiende eeuw werden beide koloniën eerste plantages aangelegd waar net rest gebied slaafgemaakte west afrikanen gedwongen werden suiker verbouwen,not-matched,Staat_slavernij.txt
aantallen bleven vooralsnog heel klein slavenhandel groeide gestaag,not-matched,Staat_slavernij.txt
helft zeventiende eeuw slechts slavenschepen zetten koers kleine koloniën kolonisten kochten vrijwel meteen zuid amerikaanse slaafge maakten bedrieglijke handelspraktijken nederlanders lukraak slaaf maken,not-matched,Staat_slavernij.txt
leden bevriende volken leidden groot ongenoegen,not-matched,Staat_slavernij.txt
zeventig zeventiende eeuw vielen nederlanders suriname tien later berbice essequibo feit samenspanden afrikaanse slaafgemaakten leidde grote onrust kolonisten uiteindelijk werd verzet drie koloniën gebroken coalities zuid amerikanen afrikanen,not-matched,Staat_slavernij.txt
vanaf tijd beloofde men bondgenoten nooit slaven gemaakt zouden lucratieve mensenhandel zuid amerikanen ging weliswaar gewoon voortaan werden zuid amerikanen verhandeld waarmee nederlanders eenkomst hadden tegenprestatie moesten zuid amerikaanse part ners kolonisten helpen opstanden afrikaanse slaafgemaakten neer slaan mensen vluchtten vangen hulp onmis baar kolonisten omdat zich plantagezone onafzienbare kaart koloniën essequibo demerara zien land opgedeeld plantages rivieren liggen,not-matched,Staat_slavernij.txt
wereldwijd gebieden zowel jungle savanne lagen waar nederlanders enkel gezag hadden gedurende volgende honderd hielpen oor spronkelijke bewoners nederlanders feite slavernij afrikanen wilde kust handhaven breiden ontwikke ling koloniale bestuurders lokale bevolking inzetten oefenen macht hen daarmee zekere zin medeplichtig maakten zien we bijna,not-matched,Staat_slavernij.txt
overal europese vroeg moderne overzeese koloniën,not-matched,Staat_slavernij.txt
uiteraard hadden lokale elites eigen politieke economische rede nen europeanen werken begin achttiende eeuw werd zowel essequibo berbice overvallen,not-matched,Staat_slavernij.txt
losgeld eisten omdat voldoende contant geld ontbrak,not-matched,Staat_slavernij.txt
werden dwangsommen gedeeltelijk voldaan slaaf gemaakten weggerukt familie leefgemeenschap waarschijnlijk,not-matched,Staat_slavernij.txt
berbice leidde franse actie nieuw bestuur toen zeeuw se familie pere losgeld wilde betalen kolonie overdeed investeerders amsterdam richtten sociëteit berbice kolonie eind achttiende eeuw octrooi staten generaal exploiteerde wilde kust besteedde staat dagelijks bestuur,Historical_colonialism/Slavery,Staat_slavernij.txt
producten slaafgemaakten bijbehorende geweld sociale orde bewaren instanties wic sociëteit,not-matched,Staat_slavernij.txt
berbice achttiende eeuw veranderden berbice essequibo handels,not-matched,Staat_slavernij.txt
nisten zich toe agrarische exportproducten koffie,not-matched,Staat_slavernij.txt
katoen cacao suiker slaafgemaakte arbeiders verbouwd werden,not-matched,Staat_slavernij.txt
katoen cacao suiker werd berbice geproduceerd sociëteitsplantages particuliere planters suikerteelt vanwege vereiste technologie benodigde grote slaafgemaakten duur verbouwen,not-matched,Staat_slavernij.txt
suiker eiste slaafgemaakten inspanning koffie,not-matched,Staat_slavernij.txt
cacao katoen bracht gevaren zich mee vooral vermalen koken suikerriet staat slavernij omdat nederlanders republiek wilden beschermen,not-matched,Staat_slavernij.txt
producten verkopen republiek tegelijkertijd mochten wilde kust koloniën handelaren inkopen,not-matched,Staat_slavernij.txt
