sentence,topic,document
"Wat wordt gemist is een centraal informatiepunt inzake mensenhandel waar alle informatie bijeenkomt en waar slachtoffers, professionals en burgers terecht kunnen en zo kunnen weten wat zij kunnen doen als zij signalen van mensenhandel zien.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Daarnaast zijn bepaalde groepen extra kwetsbaar om slachtoffer te worden van mensenhandel: jongeren, mensen met een (licht)verstandelijke beperking, arbeidsmigranten en asielzoekers.14 Opsporingsdiensten zijn voor de aanpak van het delict mensenhandel en het opsporen van daders ook afhankelijk van de signalen die zij hierover ontvangen, onder andere van de slachtoffers (direct en via andere organisaties).",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Daarnaast loopt de kennis omtrent onder meer de achtergrond en modus operandi van daders van arbeidsuitbuiting en criminele uitbuiting achter bij die van daders van seksuele uitbuiting.15 Ook blijkt dat organisaties verantwoordelijk voor de opsporing, vervolging en berechting van daders het wetsartikel waarin mensenhandel is strafbaar gesteld als zeer complex ervaren.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Na twee jaar is ruim een derde (36%) van de daders van binnenlandse seksuele uitbuiting gerecidiveerd, terwijl in het algemeen sprake is van 26% recidive na twee jaar.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Slachtoffers voelen zich niet genoeg gehoord, hebben de indruk dat aangifte doen geen zin heeft en vinden het lastig om hun leven na de uitbuiting opnieuw in te richten waardoor ze een grote kans hebben om weer slachtoffer te worden.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
Bovendien blijkt uit het daderonderzoek dat het CKM in opdracht van de politie heeft uitgevoerd dat daders relatief vaak in staat blijken om contact met het slachtoffer te onderhouden nadat de uitbuiting is gestopt.,Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"15 Dadermonitor mensenhandel 2017-2021, Nationaal Rapporteur Mensenhandel en Seksueel Geweld tegen Kinderen, 2022.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"17 Dadermonitor mensenhandel 2017-2021, Nationaal Rapporteur Mensenhandel en Seksueel Geweld tegen Kinderen, 2022.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"18 Daders van binnenlandse seksuele uitbuiting, Centrum Kinderhandel en Mensenhandel, 2021.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
De Nationaal Coördinator tegen Discriminatie en Racisme heeft het Nationaal Programma tegen Discriminatie en Racisme gepresen­ teerd.,Legacyof_inequality/Racism,jaarverslag-binnenlandse-zaken-2022.pdf
"onderzoeken aanpak discriminatie (inrichting en organisatie ADV’s, stand van discriminatie bij gemeenten, meldingsproces)",Legacyof_inequality/Racism,planningsoverzicht-vaste-commissie-voor-binnenlandse-zaken-2023.pdf
