topic,term,cosine,df,weight,category,parent,is_seed,phase1_decision,phase1_reason,phase2_flag,phase2_priority,phase3_decision,phase3_action,phase4_decision,phase4_action,phase4_old_category,phase4_old_weight,phase5_adjustment,phase5_reason,phase2_manual_decision,phase2_manual_reason
Contemporary_Manifestations,landse,0.6732,41,0.95,strong_problem,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,voorname,0.6729,8,0.95,strong_problem,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,amerikanen,0.6726,14,0.95,strong_problem,etnische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,kleur,0.6724,78,0.75,related_moderate,huidskleuren,0,KEEP,,,0,KEEP,,KEEP,,moderately_related,0.7,0.0,,,
Contemporary_Manifestations,bloedens,0.6707,2,0.95,strong_problem,zwarten,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,caribisch,0.6697,340,0.95,strong_problem,afro-caribische,0,KEEP,,,0,REWEIGHT,Lower weight by 0.15-0.20 (high frequency),KEEP,,strongly_related,0.72,0.0,,,
Contemporary_Manifestations,zuid-nederlanders,0.6695,3,0.95,strong_problem,afro-nederlanders,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,noord-afrikaanse,0.6666,7,0.95,strong_problem,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,aziatische,0.6662,59,0.95,strong_problem,etnische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,voorwaarde,0.6659,49,0.95,strong_problem,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,verkenning,0.6655,51,0.95,strong_problem,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,antikoloniale,0.6653,7,0.95,strong_problem,afro-antillianen,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,oost-afrika,0.6649,3,0.95,strong_problem,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,aansluitende,0.6642,2,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,KEEP,Contains exclusion/closing root. Lower to 0.75 related_moderate
Contemporary_Manifestations,nederlanden,0.664,79,0.95,strong_problem,afro-nederlanders,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,west-afrikaan,0.6633,2,0.95,strong_problem,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,wettelijke,0.6603,48,0.95,strong_problem,institutioneel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,wetgevend,0.6601,2,0.95,strong_problem,institutioneel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,belgische,0.6599,5,0.95,strong_problem,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,staatsrechtelijke,0.659,12,0.95,strong_problem,institutioneel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,slotwet,0.6589,7,0.75,related_moderate,uitsluitingswetten,0,KEEP,,,0,KEEP,,KEEP,,moderately_related,0.7,0.0,,,
Contemporary_Manifestations,zwartheid,0.6588,2,0.95,strong_problem,anti-zwart,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,uitvoeringstechnisch,0.6567,2,0.95,strong_problem,systemische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,blinde,0.6563,16,0.95,strong_problem,zwarten,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,veroordeling,0.6556,7,0.95,strong_problem,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,arbeidsregime,0.6544,2,0.95,strong_problem,arbeidsdiscriminatie,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,afro-afstam-,0.6541,2,0.95,strong_problem,afro-caribische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,nationalistische,0.6538,11,0.85,related_strong,racistische,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,,
Contemporary_Manifestations,grondwettelijke,0.6537,5,0.95,strong_problem,institutioneel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,autoritair,0.6528,2,0.95,strong_problem,institutioneel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,noord-afrika,0.6528,4,0.95,strong_problem,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,nederlands-caribische,0.6527,8,0.95,strong_problem,afro-caribische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,donker,0.6526,11,0.95,strong_problem,zwarten,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,thematische,0.6514,6,0.95,strong_problem,systematisch,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,geoordeeld,0.6508,5,0.95,strong_problem,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
Contemporary_Manifestations,psychisch,0.6506,2,0.95,strong_problem,systematisch,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,,
