filename,chunk_id,chunk_text,Reg_topic_all,Reg_topic_thresholded,Reg_best_topic,Reg_best_score,Reg_topic_Scores_json,Reg_matched_summary,Reg_topic_match_counts,chunk_uid,chunk_words,per_topic_match_count,per_topic_density,labels
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.91.txt,0,"— 91 — — ACTUELE VRAAGSTUKKEN — herinneren goed te begrijpen. Het is de hoogste tijd voor meer en uitge­ breider onderzoek naar dergelijke processen. De sterke nadruk op de doorwerking van slavernij (en kolonialisme) op het heden roept al gauw vragen op. Over zowel de psychische als de sociale en culturele doorwerkingen van de slavernij wordt in het publieke debat veel beweerd en gediscussieerd, maar systematisch wetenschappelijk onderzoek is nog schaars. Er valt veel te winnen op het gebied van domein­ overstijgend onderzoek naar bijvoorbeeld historisch trauma en andere vormen waarin slavernij op cultureel vlak doorwerkt. Als slavernij en ­kolonialisme ‘de wereld gevormd’ hebben, zoals in het Tropenmuseum te lezen en te zien is, zijn er dan ook delen van de wereld en wereldbeelden die niet door kolonialisme en slavernij gevormd zijn? En wat is het aandeel van andere geschiedenissen, bijvoorbeeld dekolonisatie, neokolonialisme, (burger-)oorlogen en (trans)migratie in de vorming van diezelfde wereld? We kunnen concluderen dat ‘de’ doorwerking van het slavernijverleden niet bestaat. Ieder individu gaat anders om met trauma’s. De wetenschap moet die verschillende doorwerkingen en de omgang met het verleden systematisch onderzoeken. Ze heeft wat dat betreft een maatschappelijke taak. Meer onderzoek is tevens nodig naar culturele dimensies als religie; als geloof, maar ook als machtsrelatie, als een vorm van herinneringscul­ tuur en als een domein van sociale strijd. Door de complexiteit van de genoemde processen en de wisselwerking tussen psychologische, sociale en culturele dimensies moet onderzoek zowel in de afzonderlijke vakge­ bieden plaatsvinden, als in domeinoverstijgende samenwerkingen tussen bijvoorbeeld psychologen en antropologen.","Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance",Modern & Everyday Racism,0.988762,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.976746, ""Modern & Everyday Racism"": 0.988762, ""Reparations and Remembrance"": 0.954561}","Colonial Exploitation, Slavery & Economic Inequality: slavernij; Modern & Everyday Racism: culturel, migratie; Reparations and Remembrance: herinner, slavernijverled","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.30); hits=5 (w=6.50); cov=0.03; prox=0.91; groups=1 (w=1.30); Modern & Everyday Racism: distinct_kw=2 (w=2.60); hits=5 (w=6.50); cov=0.03; prox=0.82; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=2 (w=2.60); hits=2 (w=2.60); cov=0.01; prox=0.40; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.91.txt__0,256,"[1, 1, 1]","[0.00390625, 0.00390625, 0.00390625]","[1, 1, 1]"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.272.txt,0,"— 272 — — STAAT EN SLAVERNIJ — Sindsdien is er vooral in de Verenigde Staten veel meer over de Neder­ landse slavernij in New York en in Nieuw-Nederland geschreven. Alleen al in de afgelopen tien jaar publiceerden historici Jeroen Dewulf, Nicole Maskiell en Andrea Mosterman boeken over de slavernij in Neder­ lands-Amerikaanse families en gemeenschappen. Bovendien brachten ­historici Dienke Hondius, Nancy Jouwe, Dineke Stam en Jennifer Tosch in 2017 in Nederland en de Verenigde Staten een gids uit met locaties die van belang waren voor New Yorks Nederlandse slavernijverleden.9 Er zijn vele redenen aan te wijzen voor de toename van de aandacht. Onge­ twijfeld speelt het mee dat meer historici in de Verenigde Staten zeventiende-­eeuws Nederlands kunnen lezen. Daarnaast zijn veel van de documenten door het New Netherland Project vertaald en in toenemende mate digitaal beschikbaar gemaakt. Tot slot worden dergelijke studies steeds vaker ondersteund door onder andere het New Netherland Institu­ te (nni), de Netherland-America Foundation (naf), de Gilder Lehrman Institute en het Nederlands consulaat in New York. Er is nog veel onderzoek nodig om een vollediger beeld te krijgen van de Nederlandse slavernij in Noord-Amerika. De geschiedenis daarvan is tot nu toe voornamelijk onderzocht zonder daarbij aandacht te besteden aan soortgelijke situaties die zich elders voordeden. Als gevolg daarvan deden sommige historici het voorkomen alsof slavernij in Nieuw-Nederland uniek was. De afgelopen jaren hebben onderzoekers aangetoond dat dat niet het geval is. Ook wordt uit onderzoek duidelijk dat er trans-­ Atlantische connecties bestonden. Zo blijkt bijvoorbeeld dat Nederlandse ­nazaten in Noord-Amerika in de achttiende eeuw vaak nog sterke ­banden met andere Nederlandse gebieden hadden en dat een aantal van hen ­plantages bezat in het Caribisch gebied. Onderzoek in andere delen van Amerika heeft aangetoond dat ook leden van de oorspronkelijke bevolking tot slaaf werden gemaakt. Dat kwam","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance",Reparations and Remembrance,0.98802,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.975523, ""Reparations and Remembrance"": 0.98802}","Colonial Exploitation, Slavery & Economic Inequality: slavernij; Reparations and Remembrance: geschiedenis, nazat, slavernijverled","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.30); hits=5 (w=6.50); cov=0.02; prox=0.82; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=3 (w=3.90); hits=3 (w=3.90); cov=0.02; prox=0.72; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.272.txt__0,300,"[1, 0, 1]","[0.0033333333333333335, 0.0, 0.0033333333333333335]","[1, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.137.txt,0,"UTRECHTSE NEGOTIATIES EN DE DEFTIGE NOTARIS DIRK WERNARD VAN VLOTEN 137 te spreiden. In die fondsen zaten niet altĳd alleen plantageleningen. In wat bĳvoorbeeld het ‘Contract van 1773’ is gaan heten, en waarvoor niet Dirk Wernard maar zĳn neef Willem van Vloten als administrateur fungeerde, werd voor twee derde van het beleggersgeld geïnvesteerd in de plantage-economie van de Nederlandse koloniën, maar bĳvoorbeeld ook in de aanleg van Spaanse kanalen. Dit ‘Contract van 1773’ was het initiatief van enkele Utrechtse notabelen, waaronder toenmalig raad in de vroedschap van Utrecht Adriaan van Romondt (1738-1818). In Administratie van een negotiatie (Universiteitsbibliotheek Utrecht, Bijzondere Collecties)","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality",0.81943,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.81943}","Colonial Exploitation, Slavery & Economic Inequality: plantag","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.01; prox=0.00; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.137.txt__0,101,"[1, 0, 0]","[0.009900990099009901, 0.0, 0.0]","[1, 0, 0]"
C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.157.txt,0,"BELLE VAN ZUYLEN IN KOLONIALE ZAKEN 157 ook van het moderne ongelĳkheidsdenken te zien gaf. Waar sommige verlichtingsdenkers beargumenteerden dat vrĳheid en gelĳkheid univer- sele rechten waren en dus ook golden voor tot slaaf gemaakte mensen, en daarom aan de wieg stonden van het abolitionisme, waren er andere denkers die juist beargumenteerden dat die vrĳheid niet voor iedereen gold. Op basis van natuurhistorische ideeën die uiterlĳke verschillen van mensen verabsoluteerden, formuleerden sommige verlichtingsdenkers een ‘natuurlĳke’ raciale hiërarchie waarin witte Europeanen bovenaan stonden. Tevens werden de verschillende beschavingen in de wereld beoordeeld op basis van hun meer of mindere culturele ‘ontwikkeling’. Door deze ideeën werden door Europese denkers verschillende volkeren en culturen als minderwaardig beschouwd.9 Titelblad Trois Femmes, 1797 (Collectie Université de Lausanne, Zwitserland)",Modern & Everyday Racism,Modern & Everyday Racism,Modern & Everyday Racism,0.819116,"{""Modern & Everyday Racism"": 0.819116}",Modern & Everyday Racism: culturel,Modern & Everyday Racism: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.01; prox=0.00; groups=1 (w=1.30),C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.157.txt__0,123,"[0, 1, 0]","[0.0, 0.008130081300813009, 0.0]","[0, 1, 0]"
C:\Users\Home\policy-analysis\slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.127.txt,1,"juni 1860 tot mei 1866 was hij conservatief Kamerlid namens het kiesdistrict Zwolle. In 1866 ontstond er een conflict in de Tweede Kamer nadat Mijer kort na zijn aantreden als minister van Koloniën werd benoemd tot Gouverneur van Nederlands-Indië. Desondanks bekleedde hij deze functie tot 1872, vanuit deze positie was hij fel verdediger van het cultuurstelsel. De heer Mijer was ook groot voorstander van de overheidssteun voor immigratie: ǲDe immigratie is allerbelangrijkst voor de toekomst der kolonie Suriname. Alle deskundigen, die de emancipatiequaestie hebben onderzocht, hebben erkend, dat wat bij onze naburen in Guyana ook hebbe bijgedragen tot de heillooze gevolgen der emancipatie, niets zoo zeer, als dat men daarbij niet heeft gewaakt voor eene gelijktijdige, wel bestuurde immigratie. Wordt derhalve de immigratie in Suriname niet van den aanvang af op een behoorlijken voet ingerigt, dan zal zij kunnen mislukken en de gevolgen daarvan zijn onberekenbaar, niet alleen uit een geldelijk, maar ook uit een maatschappelijk en staatkundig oogpunt. Men zal dan de kolonie bevolken met schadelijke volksmassa's, die de aanwezige ingezetenen niet zullen verbeteren. Er kan verdeeldheid en vijandschap ontstaan tusschen de immigranten en de vrijgemaakten, en de geschiedenis van Britsch Guyana leert wat uit zulk een toestand voortvloeit. In Nederlandsch Guyana zou die toestand nog erger zijn, want daar heeft men in de boschnegers eene kern, zoo niet dadelijk geneigd, dan toch ligt opgewekt, om zich bij alle negerbewegingen van eenigen omvang aan te sluiten. Het is dus van het grootste belang, dat de Regering een wakend oog houde op de immigratie en zich daarmede belaste.ǳ Verder stelde hij het volgende:","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality",0.967643,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.967643, ""Reparations and Remembrance"": 0.947888}","Colonial Exploitation, Slavery & Economic Inequality: emancipatie, kolonie; Reparations and Remembrance: emancipatie, geschiedenis","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=2 (w=2.30); hits=3 (w=3.60); cov=0.02; prox=0.84; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=2 (w=2.30); hits=2 (w=2.30); cov=0.01; prox=0.67; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.127.txt__1,263,"[1, 0, 1]","[0.0038022813688212928, 0.0, 0.0038022813688212928]","[1, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.189.txt,0,"— 189 — — SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN — taalzuiverheid werd bepleit voor alle talen), bevestigde de taalsituatie bijna altijd de status quo: het Nederlands bleef een stut van het koloniale project en voermiddel van superioriteitsdenken. Tegelijkertijd bekrach­ tigde die situatie ook het sterke gevoel van eigenheid en identiteit van de volkstalen die, tegen alle verwaarlozing en verdrukking in, bleven voort­ bestaan. ◼ ◼◼ Multitaligheid in de voormalige koloniën We kunnen grote vraagtekens zetten bij de veronderstelde talige homoge­ niteit van de koloniale bovenlaag. In de bestuurlijke aansturing vanuit de Nederlanden en in de rechtspraak heeft de Nederlandse taal een belang­ rijke rol gespeeld, maar de praktijk van alledag laat een sterk multitalig beeld zien. Van de zeventiende tot de negentiende eeuw bestond de koloniale ­bovenlaag in ‘de Oost’ uit mensen van Europese en (in mindere mate) niet-­ Europese nationaliteit en speelden Aziatische talen in het communi­catie- verkeer een belangrijke rol. Het Nederlands deed nauwelijks mee; Portugees en Maleis waren de contacttalen tussen de groepen, klassen en eilanden. Aziatische talen drongen ook door in een taalvariant van het Nederlands als het petjoh. Deze mengtaal, gebruikt in de alledaagse omgang, kende tal van grammaticale en lexicale elementen die ontleend waren aan het Maleis en het Indonesisch-Chinees. In de twintigste eeuw werd schrijver Tjalie Robinson er de literaire roerganger van. Dat in Indo­ nesië het Nederlands eeuwenlang niet dieper doordrong dan het vernis van de bestuur- en onderwijstaal en nooit tot de ziel van de Indonesiërs wist door te dringen, bleek wel na de machtsomwenteling van 1950 toen het Bahasa Indonesia in korte tijd het Nederlands in alle kieren en naden van de samenleving wist te verdringen. Aan de Kaap voltrokken zich processen van creolisering (vermenging van culturen en talen) en is de situatie gecompliceerd door het ontstaan van een ‘oude’ variant","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality",0.817385,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.817385}","Colonial Exploitation, Slavery & Economic Inequality: slavernij","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.01; prox=0.00; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.189.txt__0,300,"[1, 0, 0]","[0.0033333333333333335, 0.0, 0.0]","[1, 0, 0]"
C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.178.txt,0,"178 JANNEKE STEGEMAN ‘de geloovigen en hun zaad’ en ‘heidenen’: christelĳke afkomst werd een voorwaarde voor kinderdoop. Wel of niet bĳ het verbond horen, bleek erfelĳk te zĳn. De synode deed uiteindelĳk op 3 december 1618 de uit- spraak dat kinderen van heidenen niet gedoopt mochten worden zonder onderwĳs in het christendom. De toevoeging: ‘Die nu gedoopt zĳn, dat zoodanige hetzelfde recht van vrĳheid, hetwelk andere Christenen hebben, behooren te genieten, en door verkooping of door eenige andere vervreemding van de Christelĳke Meesters of Heeren wederom in de macht der Heidenen niet behooren overgegeven te worden’, versterkte de associatie van bekering (en christelĳke identiteit) met vrĳheid.26 Het maakte handelaren en eigenaren extra huiverig voor doop en bekering.27 Het gevolg was dat de koloniale dooppraktĳk steeds exclusiever werd. Sowieso profileerde de reformatorische kerk zich tegenover het rooms- katholieke Spanje met zĳn inclusieve dooppraktĳk en vervolging van andersgelovigen. De calvinisten verbonden het reformatorische geloof van de Republiek daarentegen met vrĳheid.28 Tegelĳk ontwikkelden ze een veel meer exclusieve dooppraktĳk.29 Die combinatie zorgde ervoor dat zich in vergelĳking met de katholieke praktĳk in de koloniën een vorm van religieuze tolerantie ontwikkelde. Dat wil zeggen dat joden openlĳk joods konden zĳn en dat tot slaaf gemaakten niet (altĳd) werden gedoopt. Deze veelgeprezen Nederlandse tolerantie heeft te maken met de buitensluitende houding van de kerk, die in de praktĳk van West-Indië op een enkele uitzondering na vooral toegankelĳk was voor de sociale klasse van Nederlandse en Europese handelaren.30 Gerbner noemt deze exclusieve etnisch-religieuze identiteit ‘Protestant Supremacy’.31 Een vergelĳkbare vorm ontwikkelde zich in andere protestantse kolo- niën. Uit protestantse suprematie ontwikkelde zich het idee van witte suprematie. Omdat tot slaaf gemaakten soms toch toegang kregen tot de kerk, ontwikkelde zich op den duur een andere ‘oplossing’: die van ‘Christian slavery’. De ware vrĳheid die in het christendom","Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism","Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism","Colonial Exploitation, Slavery & Economic Inequality",0.965246,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.965246, ""Modern & Everyday Racism"": 0.816869}","Colonial Exploitation, Slavery & Economic Inequality: meester, verkop; Modern & Everyday Racism: etnisch","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=2 (w=2.60); hits=2 (w=2.60); cov=0.01; prox=0.97; groups=1 (w=1.30); Modern & Everyday Racism: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.00; prox=0.00; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.178.txt__0,300,"[1, 1, 0]","[0.0033333333333333335, 0.0033333333333333335, 0.0]","[1, 1, 0]"
C:\Users\Home\policy-analysis\slavery_text\ketenen van het verleden.198.txt,1,"de Voogd-Hamelink. 2020. Ervaren discriminatie in Nederland II. Den Haag: Sociaal Cultureel Planbureau. Mr. drs. J.W.E. Spies (voorzitter) prof. mr. A.H.A. Soons mr. dr. G.A.E. Thodé prof. mr. L.F.M. Verhey mr. drs. F.H.H. Weekers. 2015. Vijf jaar verbonden: Bonaire, Sint Eustatius, Saba en Europees Nederland: Rapport van de commissie evaluatie uitwerking van de nieuwe staatkundige structuur Caribisch Nederland. Rapport. College van de Rechten van de Mens. 2016. ADVIES: Ten behoeve van de evaluatie van de staatkundige structuur van Bonaire, Sint Eustatius en Saba. Rapport. bijlage 4F",Modern & Everyday Racism|Reparations and Remembrance,Modern & Everyday Racism|Reparations and Remembrance,Modern & Everyday Racism,0.96657,"{""Modern & Everyday Racism"": 0.96657, ""Reparations and Remembrance"": 0.821735}","Modern & Everyday Racism: culturel, discriminatie; Reparations and Remembrance: commissie",Modern & Everyday Racism: distinct_kw=2 (w=2.60); hits=2 (w=2.60); cov=0.04; prox=0.92; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.02; prox=0.00; groups=1 (w=1.30),C:\Users\Home\policy-analysis\slavery_text\ketenen van het verleden.198.txt__1,86,"[0, 1, 1]","[0.0, 0.011627906976744186, 0.011627906976744186]","[0, 1, 1]"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.450.txt,0,"— 450 — — STAAT EN SLAVERNIJ — met een kroon op mijn hoofd. Pacificatie en verzet in koloniaal en postkoloniaal Suriname (Amsterdam 2007) 136-139. 7. Rosemarijn Höfte, Plantation Labor after the Abolition of Slavery. The Case of Plantation Marienburg (Suriname), 1880-1940 (Gainsville 1987). 8. Gert Oostindie, De parels en de kroon. Het Koningshuis en de koloniën (Amsterdam 2006) 51-53. 9. Marieke Bloembergen, De geschiedenis van de politie in Nederlands-Indië. Uit zorg en angst (Amsterdam 2009); Aart G. Broek, De geschiedenis van de politie op de Nederlandse Caribische eilanden, 1839-2010. Geboeid door macht en onmacht (Amsterdam 2011); Ellen Klinkers, De geschiedenis van de politie in Suriname, 1863- 1975 (Amsterdam 2011); David Anderson en David Killingray (red.), Policing the Empire. Government, Authority and Control, 1830-1940 (Manchester 1992); David Arnold, Police Power and Colonial Rule. Madras 1859-1947 (Delhi 1986); Robert Bickers, Empire Made Me. Colonial Policing and the Imperial Endgame 1945- 1980 (Manchester 2006). 10. Ellen Klinkers, De geschiedenis van de politie in Suriname, 1863-1975 (Amsterdam 2011) 15-57; Frederick Cooper en Ann Stoler (red.), Tension of Empire. Colonial Cultures in a Bourgeois World (Berkeley 1997). 11. Michael Rothberg, The Implicated Subject. Beyond Victims and Perpetrators (Stanford 2019). 12. Ranajit Guha, ‘The Prose of Counter- Insurgency,’ Subaltern Studies ii. ◼ ◼◼ 8. Afschaffing zonder emancipatie – Kwame Nimako 1. The Atlantic Slave Trade Database: slavevoyages.org. 2. Kwame Nimako, Mano Delea en Mitchell Esajas, Waarom vrijheid niet kon wachten. Het parlementair debat rondom de afschaffing van de slavernij (Amsterdam 2020) 69. 3. Nimako, Delea en Esajas, Waarom vrijheid niet kon wachten, 124. 4. De eerste Julij-dag van 1863, Utrechtsch Provinciaal en Stedelijk Dagblad, nr. 155, 2 juli 1863, 1. ◼ ◼◼ 9. De Nederlandse politiek en slavernij in de negentiende eeuw – Lauren Lauret 1. R. 2. A. Sens, De kolonieman. Johannes van den","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality",0.993084,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.993084, ""Reparations and Remembrance"": 0.98589}","Colonial Exploitation, Slavery & Economic Inequality: emancipatie, koloniaal, slavernij; Reparations and Remembrance: emancipatie, geschiedenis","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=3 (w=3.60); hits=5 (w=6.20); cov=0.03; prox=0.76; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=2 (w=2.30); hits=5 (w=6.20); cov=0.03; prox=0.87; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.450.txt__0,300,"[1, 0, 1]","[0.0033333333333333335, 0.0, 0.0033333333333333335]","[1, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.310.txt,1,"sla­ venhandel vanuit Bengalen niet helemaal op, zoals nieuw onderzoek over de verkoop van slaafgemaakten in Chinsurah in de achttiende eeuw laat zien. Ook al had de voc zich uit deze handel teruggetrokken, toch bleven particuliere handelaren, die nauwe banden met de voc onderhielden, regel­ matig meedoen aan de in- en verkoop van slaafgemaakten in Bengalen. ­Tussen 1740 en 1760 kwam de overgrote meerderheid van de slaafgemaak­ ten die in Chinsurah werden verkocht, uit het Bengaalse achterland.3 Dat het aantal Europese particuliere slavenhandelaren groeide is niet gek, gezien de grote verschuivingen in de handelswereld in de Indische Oceaan in de tweede helft van de zeventiende eeuw. De voc versterkte zijn positie in de handel tussen Bengalen, de Coromandelkust en Zuidoost-­Azië","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality",0.999573,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.999573}","Colonial Exploitation, Slavery & Economic Inequality: handel, slaafgemaakt, verkop, voc","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=4 (w=5.20); hits=9 (w=11.70); cov=0.08; prox=0.90; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.310.txt__1,120,"[1, 0, 0]","[0.008333333333333333, 0.0, 0.0]","[1, 0, 0]"
C:\Users\Home\policy-analysis\slavery_text\Racisme bij het Ministerie van Buitenlandse Zaken. Een verkennend onderzoek.82.txt,0,"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 82 racisme tegen te gaan en daadkracht om toe te werken naar een “antiracistische organisatie”. “Er is geen bereidwilligheid bij het ministerie om dit probleem bij de wortels aan te pakken. Er zijn zo veel intenties uitgesproken, maar daarvan is niets terecht gekomen.” Gebrek aan checks en balances Enkele respondenten leggen uit dat er op ambassades in een “totaal afgeschermde en geïsoleerde omgeving” gewerkt wordt hetgeen resulteert in minder controle. Ook zijn er geen “checks en balances”. Hierdoor kunnen medewerkers minder snel dan in Den Haag aangesproken worden op wangedrag. Bij “goede managers” is dat geen probleem, maar het is een groot probleem bij “slecht functionerende managers”. Hierdoor kunnen problemen “heel lang vervelend doorgaan”. Of racisme wordt aangepakt, verschilt sterk per ambassade en is mede afhankelijk van welk MT er zit. Exitgesprekken blijven soms uit Een ander probleem is volgens betrokkenen dat exitgesprekken niet altijd plaatsvinden. Ook is er nog geen systeem waarin de verslagen van deze gesprekken centraal worden opgeslagen en als analytische tool worden gebruikt. Hierdoor beperkt de organisatie zich de mogelijkheid om een scherp inzicht te verkrijgen in vetrekmotieven en feedback te ontvangen hoe mensen behouden kunnen worden. 4.5 Afwezigheid van een goed functionerende klachtenprocedure Een ander mechanisme dat racisme in stand houdt, is het ontbreken van een goed functionerende klachtenprocedure. Een professionele klachtenprocedure draagt bij aan eerlijke processen binnen een organisatie en kan een waarborg zijn tegen institutioneel racisme (Felten, e.a., 2021). Het biedt medewerkers de mogelijkheid om gehoord te worden en serieus genomen te worden. Voor organisaties is het bovendien een kans om te leren van klachten, omdat het inzicht biedt in knelpunten en aanknopingspunten oplevert voor het doorvoeren van verbeteringen (Fermin, e.a., 2021; Nationale Ombudsman, 2021). Weinig meldingen van racisme In een focusgroep en",Modern & Everyday Racism,Modern & Everyday Racism,Modern & Everyday Racism,0.99953,"{""Modern & Everyday Racism"": 0.99953}","Modern & Everyday Racism: institutionel, racism",Modern & Everyday Racism: distinct_kw=2 (w=2.60); hits=13 (w=16.90); cov=0.03; prox=0.92; groups=1 (w=1.30),C:\Users\Home\policy-analysis\slavery_text\Racisme bij het Ministerie van Buitenlandse Zaken. Een verkennend onderzoek.82.txt__0,300,"[0, 1, 0]","[0.0, 0.0033333333333333335, 0.0]","[0, 1, 0]"
C:\Users\Home\policy-analysis\slavery_text\ketenen van het verleden.87.txt,1,"niet zien van excuses als het nemen van verantwoordelijkheid; een dergelijke vorm van excuses zou echter nog moeilijk als zodanig uit te leggen zijn. 64 Zie over wat als begin van de Nederlandse staat aangemerkt kan worden uitgebreider §3.3 hieronder. Over de vraag of er in 1815 een nieuwe Grondwet werd aangenomen, dan wel een herziening plaatsvond van de Grondwet van 1814 bestaat discussie, zie voor de verschillende posities in dit debat: Nick Efthymiou, ‘De grondwet van 1814 en de grondwet van 1815’, Tijdschrift voor Constitutioneel Recht 2019, vol. 1, p. 24-50 (34- 41); voor de argumentatie in deze studie maakt deze kwestie (is ons bestel gevestigd met de Grondwet van 1814 of 1815?) geen verschil, waar 1814 staat, mag dus ook 1815 gelezen worden. 65 Zie hierover eveneens §3.3 hieronder. 66 Zoveel mogelijk is de datum van de feitelijke excuses aangehouden, wanneer die niet direct inzichtelijk was, is gekozen voor de datum van het nieuwsbericht. 67 Steeds wordt het relevante deel van het ministerie genoemd. 68 ‘Handelen’ wordt hier opgevat als alles waar de bewindspersoon of zijn of haar voorganger(s) verantwoordelijkheid voor draagt/dragen.","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance",Reparations and Remembrance,0.940889,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.817591, ""Reparations and Remembrance"": 0.940889}","Colonial Exploitation, Slavery & Economic Inequality: handel; Reparations and Remembrance: excuses","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.01; prox=0.00; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=3 (w=3.90); cov=0.02; prox=0.64; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\ketenen van het verleden.87.txt__1,184,"[1, 0, 1]","[0.005434782608695652, 0.0, 0.005434782608695652]","[1, 0, 1]"
