topic,term,cosine,df
Modern Racism & Inequality,budgetflexibiliteit,0.7433,13
Modern Racism & Inequality,ondersteuningsstructuur,0.743,13
Modern Racism & Inequality,geopolitieke,0.7428,27
Modern Racism & Inequality,bejegening,0.7417,8
Modern Racism & Inequality,kritisch,0.7415,21
Modern Racism & Inequality,risicodragend,0.7415,5
Modern Racism & Inequality,education,0.7415,18
Modern Racism & Inequality,genderdiversiteit,0.7414,12
Modern Racism & Inequality,kerheid,0.7412,17
Modern Racism & Inequality,indonesische,0.741,6
Modern Racism & Inequality,legitimiteit,0.7408,8
Modern Racism & Inequality,arbeidsverhoudingen,0.7408,12
Modern Racism & Inequality,coherentie,0.7407,6
Modern Racism & Inequality,interceptie,0.7401,5
Modern Racism & Inequality,gelet,0.7397,58
Modern Racism & Inequality,component,0.7395,26
Modern Racism & Inequality,radicalisering,0.739,11
Modern Racism & Inequality,respect,0.739,9
Modern Racism & Inequality,suppletieregeling,0.7387,5
Modern Racism & Inequality,organisation,0.7385,22
Modern Racism & Inequality,ipcei,0.7384,22
Modern Racism & Inequality,detectie,0.7381,12
Modern Racism & Inequality,fenomenen,0.7381,7
Modern Racism & Inequality,conti,0.738,6
Modern Racism & Inequality,exercitie,0.7379,5
Modern Racism & Inequality,achterstanden,0.7378,31
Modern Racism & Inequality,vindbaar,0.7378,6
Modern Racism & Inequality,ethische,0.7377,6
Modern Racism & Inequality,fenomeen,0.7376,7
Modern Racism & Inequality,contributie,0.737,29
Modern Racism & Inequality,signalering,0.7369,18
Modern Racism & Inequality,beïnvloed,0.7368,15
Modern Racism & Inequality,emancipatiebeleid,0.7357,12
Modern Racism & Inequality,modaliteiten,0.7356,12
Modern Racism & Inequality,reiding,0.7354,11
Modern Racism & Inequality,onderbouwing,0.7353,36
Modern Racism & Inequality,proportioneel,0.7346,7
Modern Racism & Inequality,curatieve,0.7345,29
Modern Racism & Inequality,influenza,0.7341,11
Modern Racism & Inequality,circulariteit,0.7341,17
Modern Racism & Inequality,atradius,0.7339,12
Modern Racism & Inequality,hxii,0.7334,30
Modern Racism & Inequality,risicovoorziening,0.7331,29
Modern Racism & Inequality,conference,0.733,13
Modern Racism & Inequality,xvii,0.7329,274
Modern Racism & Inequality,concretiseren,0.7329,14
Modern Racism & Inequality,onderwijskwaliteit,0.7326,29
Modern Racism & Inequality,consistentie,0.7326,5
Modern Racism & Inequality,projectspecifieke,0.7325,5
Modern Racism & Inequality,atlantische,0.7316,7
Modern Racism & Inequality,cybercrime,0.7312,10
Modern Racism & Inequality,consolidatie,0.7308,5
Modern Racism & Inequality,lifecycle,0.7305,6
Modern Racism & Inequality,risicogericht,0.7304,8
Modern Racism & Inequality,thematiek,0.7303,7
Modern Racism & Inequality,multilateraal,0.7301,11
Modern Racism & Inequality,normerende,0.7296,5
Modern Racism & Inequality,codificatie,0.7296,8
Modern Racism & Inequality,waardengemeenschap,0.7293,6
Modern Racism & Inequality,crime,0.7292,5
Modern Racism & Inequality,ondersteuningscommando,0.7284,10
Modern Racism & Inequality,kwalificatiestructuur,0.7269,5
Modern Racism & Inequality,harmonisatie,0.7267,15
Modern Racism & Inequality,diversie,0.7267,6
Modern Racism & Inequality,thales,0.7264,5
Modern Racism & Inequality,cumi,0.7264,6
Modern Racism & Inequality,yassini,0.7262,15
Modern Racism & Inequality,slachtofferbeleid,0.726,12
Modern Racism & Inequality,praktijkgericht,0.7257,7
Modern Racism & Inequality,fiscaliteit,0.7255,16
Modern Racism & Inequality,onderwijstijd,0.7254,11
Modern Racism & Inequality,synergie,0.7254,16
Modern Racism & Inequality,intersekse,0.7253,10
Modern Racism & Inequality,syrische,0.7249,7
Modern Racism & Inequality,surinaamse,0.7245,5
Modern Racism & Inequality,arbeidsparticipatie,0.7245,31
Modern Racism & Inequality,kennisverspreiding,0.7244,7
Modern Racism & Inequality,informatiesamenleving,0.7244,21
Modern Racism & Inequality,cognitieve,0.724,5
Modern Racism & Inequality,geonovum,0.724,9
Modern Racism & Inequality,institute,0.7239,8
Modern Racism & Inequality,achterliggende,0.7237,12
Modern Racism & Inequality,guarantee,0.7231,5
Modern Racism & Inequality,nitraatrichtlijn,0.7231,14
Modern Racism & Inequality,betrouwbaar,0.7225,42
Modern Racism & Inequality,beroepsgerichte,0.7217,5
Modern Racism & Inequality,mobiliteitsteams,0.7215,11
Modern Racism & Inequality,huizinga,0.7212,8
Modern Racism & Inequality,grensoverschrijdende,0.7211,41
Modern Racism & Inequality,coalition,0.7209,13
Modern Racism & Inequality,bredere,0.7208,73
Modern Racism & Inequality,mentatie,0.7207,17
Modern Racism & Inequality,landenspecifieke,0.7204,10
Modern Racism & Inequality,insurance,0.7204,7
Modern Racism & Inequality,migratiebeleid,0.7202,14
Modern Racism & Inequality,chinese,0.7201,18
Modern Racism & Inequality,arbeidsmarktpositie,0.7201,15
Modern Racism & Inequality,incassoratio,0.7198,13
Modern Racism & Inequality,programme,0.7197,31
Modern Racism & Inequality,verantwoordt,0.7195,5
Modern Racism & Inequality,quality,0.7191,5
Modern Racism & Inequality,rechtvaardigheid,0.7186,6
Modern Racism & Inequality,gemeentes,0.7186,20
Modern Racism & Inequality,keurmerk,0.7183,8
Modern Racism & Inequality,geinformeerd,0.7161,32
Modern Racism & Inequality,onverdeelde,0.7156,7
Modern Racism & Inequality,normeren,0.7155,8
Modern Racism & Inequality,milieucriminaliteit,0.7154,5
Modern Racism & Inequality,integriteitsbeleid,0.7154,17
Modern Racism & Inequality,tussenevaluatie,0.7154,27
Modern Racism & Inequality,preventieve,0.7154,30
Modern Racism & Inequality,ref,0.7152,11
Modern Racism & Inequality,dilligence,0.7146,5
Modern Racism & Inequality,automatiseren,0.7145,5
Modern Racism & Inequality,cultuurbestel,0.7143,9
Modern Racism & Inequality,logisch,0.7142,11
Modern Racism & Inequality,ontwrichting,0.714,5
Modern Racism & Inequality,obesitas,0.7133,5
Modern Racism & Inequality,omzettingen,0.7133,7
Modern Racism & Inequality,gebruikerstevredenheid,0.7129,6
Modern Racism & Inequality,risicofactoren,0.7126,5
Modern Racism & Inequality,omringende,0.7124,11
Modern Racism & Inequality,ongelijk,0.7124,8
Modern Racism & Inequality,slachtofferrechten,0.7123,5
Modern Racism & Inequality,satie,0.712,16
Modern Racism & Inequality,profileren,0.7116,15
Modern Racism & Inequality,klanttevredenheid,0.7115,31
Modern Racism & Inequality,onderwijsbijdrage,0.7114,10
Modern Racism & Inequality,ervoor,0.7114,223
Modern Racism & Inequality,praktijkgerichte,0.711,5
Modern Racism & Inequality,onverdeeld,0.7107,124
Modern Racism & Inequality,gemeentelijke,0.7104,65
Modern Racism & Inequality,taakdifferentiatie,0.7104,5
Modern Racism & Inequality,problematisch,0.7102,8
Modern Racism & Inequality,geactua,0.7102,9
Modern Racism & Inequality,arbeidsongeschiktheid,0.7098,27
Modern Racism & Inequality,netcongestie,0.7096,6
Modern Racism & Inequality,rechtspositionele,0.7096,9
Modern Racism & Inequality,eems,0.7093,8
Modern Racism & Inequality,contactbeperkende,0.7091,5
Modern Racism & Inequality,treasury,0.7091,5
Modern Racism & Inequality,dubai,0.709,6
Modern Racism & Inequality,criminaliteitspreventie,0.7088,6
Modern Racism & Inequality,belangenafweging,0.7088,9
Modern Racism & Inequality,beïnvloeden,0.7087,19
Modern Racism & Inequality,documentatieverplichting,0.7087,5
Modern Racism & Inequality,eenzijdige,0.7086,8
Modern Racism & Inequality,emancipatie,0.7085,30
Modern Racism & Inequality,achterstand,0.708,20
Modern Racism & Inequality,panteia,0.7077,6
Modern Racism & Inequality,onderwijsprogramma,0.7072,6
Modern Racism & Inequality,gemeente,0.7067,119
Modern Racism & Inequality,normenkader,0.7066,20
Modern Racism & Inequality,nieuwedienstenprocedure,0.7065,5
Modern Racism & Inequality,seismologie,0.7065,24
Modern Racism & Inequality,cultuurparticipatie,0.7063,13
Modern Racism & Inequality,kaderstellende,0.7062,5
Modern Racism & Inequality,verantwoordelijkheid,0.7059,301
Modern Racism & Inequality,flexibilisering,0.7057,14
Modern Racism & Inequality,asielbeleid,0.7053,17
Modern Racism & Inequality,geprioriteerd,0.7051,7
Modern Racism & Inequality,herintegratie,0.7045,8
Modern Racism & Inequality,systeemverantwoordelijkheid,0.7045,9
Modern Racism & Inequality,modaliteit,0.7045,10
Modern Racism & Inequality,verklaart,0.7045,46
Modern Racism & Inequality,harmoniseren,0.7043,6
Modern Racism & Inequality,bouchallikh,0.7042,14
Modern Racism & Inequality,facultatief,0.7042,5
Modern Racism & Inequality,onbedoelde,0.7041,19
Modern Racism & Inequality,idee,0.7038,15
Modern Racism & Inequality,normering,0.7035,93
Modern Racism & Inequality,lisering,0.7034,13
Modern Racism & Inequality,voordeel,0.7033,31
Modern Racism & Inequality,remigratiewet,0.7029,5
Modern Racism & Inequality,policy,0.7029,8
Modern Racism & Inequality,veiligheidsbeleid,0.7029,21
Modern Racism & Inequality,geconcretiseerd,0.7026,6
Modern Racism & Inequality,referentieraming,0.7025,5
Modern Racism & Inequality,effectevaluatie,0.7023,10
Modern Racism & Inequality,onrecht,0.7022,34
Modern Racism & Inequality,sturing,0.7018,82
Modern Racism & Inequality,reactief,0.7017,10
Modern Racism & Inequality,contract,0.7013,77
Modern Racism & Inequality,penitentiaire,0.7012,7
Modern Racism & Inequality,nadeel,0.7008,9
Modern Racism & Inequality,plichting,0.7007,9
Modern Racism & Inequality,acceptabel,0.7006,5
Modern Racism & Inequality,geoordeeld,0.7001,13
Modern Racism & Inequality,migratiesamenwerking,0.7,15
Modern Racism & Inequality,gepercipieerde,0.6995,12
Modern Racism & Inequality,thialf,0.6994,5
Modern Racism & Inequality,jeugdcriminaliteit,0.6994,25
Modern Racism & Inequality,leerlingenvervoer,0.6994,9
Modern Racism & Inequality,currency,0.6989,6
Modern Racism & Inequality,alternatief,0.6989,33
Modern Racism & Inequality,tolerantiegrens,0.6988,10
Modern Racism & Inequality,onrechte,0.6987,24
Modern Racism & Inequality,positieve,0.6983,114
Modern Racism & Inequality,ernstige,0.698,73
Modern Racism & Inequality,voorstander,0.6979,5
Modern Racism & Inequality,schoolkosten,0.6977,14
Modern Racism & Inequality,gemarginaliseerde,0.6976,6
Modern Racism & Inequality,oninbaarheid,0.6972,7
Modern Racism & Inequality,rechtstaatontwikkeling,0.6966,8
